task,phrase,proxy,gt_success,source
opened the drawer,slide open the red drawer,0.9947590202913053,,search_boards
opened the drawer,pull open the red drawer,0.9947702208967198,,search_boards
opened the drawer,pull the handle of the red drawer,0.994770809742232,,search_boards
pick up any cup,[dry-run:gemini] 5252a3da701c,0.4850915638999627,,loop_gemini
pick up any cup,pick up any mug in the rack,0.9880638320174526,,search_boards
pick up any cup,pick up any cup from the rack,0.9899630759737164,,search_boards
pick up any cup,pick up any cup inside the rack,0.9900693620731459,,search_boards
pick up any cup,pick up any cup,0.9901866401454301,,search_boards
pick up any cup,pick up any cup in the rack,0.9906819845613174,,search_boards
pick up any cup,grab any mug,0.9947086194492579,,search_boards
pick up any cup,pick up one of the cups,0.9947329903495914,,search_boards
pick up any cup,grab any cup from the rack,0.9947501608553883,,search_boards
pick up bit holder,lift the red plastic screwdriver bit holder,0.9827054949643066,,search_boards
pick up bit holder,grab the red plastic screwdriver bit holder,0.9841137402796076,,search_boards
pick up bit holder,pick up red screwdriver bit holder,0.9851131528929613,,search_boards
pick up bit holder,pick up red plastic bit holder,0.9865115469958973,,search_boards
pick up bit holder,pick up bit holder,0.9871685083102425,,search_boards
pick up bit holder,grasp the red bit holder,0.994650513953588,,search_boards
pick up bit holder,grab the red plastic bit holder,0.9946595406471666,,search_boards
pick up bit holder,pick up the red plastic screwdriver bit holder,0.9946763499600881,,search_boards
pick up bit holder,pick up the red screwdriver bit holder,0.9946805440591762,,search_boards
pick up blue pen and put into drawer,[dry-run:gemini] e02e89970779,0.7606333870054709,,loop_gemini
pick up blue pen and put into drawer,grab the blue marker and place it in the upper left compartment,0.974616217757845,,search_boards
pick up blue pen and put into drawer,move the blue pen to the top left plastic drawer,0.9802302845066528,,search_boards
pick up blue pen and put into drawer,put the blue pen in the upper left organizer,0.9847281934050912,,search_boards
pick up blue pen and put into drawer,pick up the blue dry erase marker and put it in the upper left drawer,0.9860131669668678,,search_boards
pick up blue pen and put into drawer,pick up blue pen and put into drawer,0.9888375742678132,,search_boards
pick up blue pen and put into drawer,put the blue dry erase marker in the upper left compartment,0.9946667510928574,,search_boards
pick up blue pen and put into drawer,pick up the blue pen and place it in the upper left drawer,0.9946691524223215,,search_boards
pick up blue pen and put into drawer,place the blue pen in the top left plastic drawer,0.9946691524223215,,search_boards
pick up blue pen and put into drawer,grab the blue dry erase marker and place it in the side compartment,0.9946853332910721,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the cardboard box,0.9885259997327198,,search_boards
pick up bowl and put in small4fbox,place the light blue bowl in the cardboard box,0.9895382796952752,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the box,0.9895499912524327,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl inside the box,0.989855663965992,,search_boards
pick up bowl and put in small4fbox,pick up bowl and put in small4fbox,0.9932087685179158,,search_boards
pick up bowl and put in small4fbox,put the blue bowl into the cardboard box,0.994762559900066,,search_boards
pick up bowl and put in small4fbox,move the blue bowl into the cardboard box,0.994762559900066,,search_boards
pick up bowl and put in small4fbox,put the blue bowl in the box,0.9947637392411364,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and set it in the red drawer,0.9904471319705866,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and set it inside the red drawer,0.9906778040082366,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and place it in the red drawer,0.9909710670234497,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the red drawer,0.990989278917034,,search_boards
pick up box cutter and put into drawer,pick up box cutter and put into drawer,0.9926479313786816,,search_boards
pick up box cutter and put into drawer,grab the box cutter and set it in the drawer,0.9946673515260702,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and place it in the red drawer,0.9946733521614365,,search_boards
pick up box cutter and put into drawer,grab the box cutter and place it inside the red drawer,0.9946745514823303,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the drawer,0.9946757505346366,,search_boards
pick up glass cup,pick up glass,0.9851114928005511,,search_boards
pick up glass cup,pick up glass cup from dishwasher,0.9851479727507355,,search_boards
pick up glass cup,pick up the small glass cup,0.9859928585693405,,search_boards
pick up glass cup,pick up glass cup,0.9874927355890059,,search_boards
pick up glass cup,lift the glass cup from the rack,0.9946931066472984,,search_boards
pick up glass cup,take the clear glass out of the dishwasher,0.9946990784558146,,search_boards
pick up glue and put into drawer,[dry-run:gemini] aa9ab54d088e,0.44390871780745783,,loop_gemini
pick up glue and put into drawer,move the red glue tube into the top left compartment,0.9561095584773694,,search_boards
pick up glue and put into drawer,put the red tube of glue in the top left organizer,0.9824984445886655,,search_boards
pick up glue and put into drawer,put the red tube of glue in the upper tray,0.985436660179111,,search_boards
pick up glue and put into drawer,pick up the small red glue tube and drop it in the upper tray,0.9860396803098022,,search_boards
pick up glue and put into drawer,pick up glue and put into drawer,0.9880143372573013,,search_boards
pick up glue and put into drawer,pick up the red tube of glue and place it in the top left organizer,0.99469549617329,,search_boards
pick up glue and put into drawer,put the red tube of glue in the small open drawer on the left,0.9947062358034615,,search_boards
pick up glue and put into drawer,put the red glue tube into the left side top drawer,0.9947074277598377,,search_boards
pick up green mug,pick up green mug,0.9884771098498194,,search_boards
pick up green mug,pick up the green cup,0.9895593511573495,,search_boards
pick up green mug,pick up green cup,0.9897298702010253,,search_boards
pick up green mug,pick up the green coffee cup,0.9897562995464134,,search_boards
pick up green mug,pick up green coffee cup,0.9903643123844954,,search_boards
pick up green mug,lift the green cup,0.9946263685125702,,search_boards
pick up green mug,grasp the green cup,0.9946462963048476,,search_boards
pick up pan from stove,lift the silver pot off the front left burner,0.15795862491268423,,search_boards
pick up pan from stove,lift the silver pot that is on the left burner,0.8702889469922732,,search_boards
pick up pan from stove,[dry-run:gemini] e2c13623aaa8,0.9043802745211753,,loop_gemini
pick up pan from stove,pick up the small silver pot from the stove,0.918924708817479,,search_boards
pick up pan from stove,grab the small pot from the burner,0.9190426940742182,,search_boards
pick up pan from stove,take the silver pot off the front burner,0.9268297838979219,,search_boards
pick up pan from stove,grab the silver pot on the left burner,0.9438572386029326,,search_boards
pick up pan from stove,grab the small silver pot on the left burner,0.9521795706870295,,search_boards
pick up pan from stove,lift the silver pot on the left burner,0.9543180842251912,,search_boards
pick up pan from stove,pick up the silver pot on the left burner,0.9584242093149331,,search_boards
pick up pan from stove,pick up pan from stove,0.9777537792145811,,search_boards
pick up pot,grab the small metal pot from the burner,0.20119301225911768,,search_boards
pick up pot,grab the small silver pot from the burner,0.23715957121257397,,search_boards
pick up pot,grab the metal pot from the burner,0.5165074991539111,,search_boards
pick up pot,pick up the silver pot with handles,0.9015704143908825,,search_boards
pick up pot,grab the silver cooking pot,0.9322324780715023,,search_boards
pick up pot,lift the cooking pot,0.9329582478063935,,search_boards
pick up pot,grab the silver cooking pot from the stove,0.9369898104307973,,search_boards
pick up pot,grab the metal pot from the stove,0.956867989562961,,search_boards
pick up pot,grab the small metal pot from the stove,0.9583745662649835,,search_boards
pick up pot,pick up pot,0.9653294349187478,,search_boards
pick up pot from sink,remove the silver pot from the sink,0.9177789257457583,,search_boards
pick up pot from sink,remove the pot from the sink,0.9220558248472789,,search_boards
pick up pot from sink,lift the silver cup out of the sink,0.9359934700267261,,search_boards
pick up pot from sink,lift the metal pot out of the sink,0.9530988059267128,,search_boards
pick up pot from sink,pick up pot from sink,0.9756750209307428,,search_boards
pick up pot from sink,grab the metal pot out of the sink,0.9762512173083862,,search_boards
pick up pot from sink,grab the silver cup from the sink,0.9769623155223537,,search_boards
pick up pot from sink,grab the metal pot from the sink,0.9786774862005575,,search_boards
pick up pot from sink,grab the silver cup out of the sink,0.979360991301296,,search_boards
pick up scissors and put into drawer,[dry-run:gemini] aec545de50da,0.8818469597394157,,loop_gemini
pick up scissors and put into drawer,place the scissors into the top red drawer,0.9870778645086725,,search_boards
pick up scissors and put into drawer,pick up scissors and put into drawer,0.987121106767892,,search_boards
pick up scissors and put into drawer,place the scissors in the top red drawer,0.9874029451004711,,search_boards
pick up scissors and put into drawer,place the scissors in the top drawer,0.9877034631455897,,search_boards
pick up scissors and put into drawer,pick up scissors and place in drawer,0.9945655296442802,,search_boards
pick up scissors and put into drawer,pick up the scissors and place them in the drawer,0.9945679763004546,,search_boards
pick up sponge and wipe plate,use the sponge to clean the grey plate,0.9923582378160923,,search_boards
pick up sponge and wipe plate,use the sponge to wipe the grey plate,0.9927317144909134,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the plate,0.9929505307463089,,search_boards
pick up sponge and wipe plate,pick up sponge and wipe plate,0.993156652976437,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the grey plate,0.9931620360986354,,search_boards
pick up sponge and wipe plate,pick up the yellow sponge and wipe the grey plate,0.9946775486096244,,search_boards
pick up sponge and wipe plate,grab the sponge and wipe the grey plate,0.994679346080625,,search_boards
pick up sponge and wipe plate,grab the yellow sponge and wipe the grey plate,0.9946817417694368,,search_boards
pick up violet Allen key,grab the violet hex key,0.982684320871002,,search_boards
pick up violet Allen key,grasp the purple hex key,0.9833271651889343,,search_boards
pick up violet Allen key,grasp the violet hex key,0.9836906573870551,,search_boards
pick up violet Allen key,pick up the violet hex key,0.9853519464032271,,search_boards
pick up violet Allen key,pick up violet Allen key,0.9894795268302561,,search_boards
pick up violet Allen key,grab the violet allen key,0.9946972876154441,,search_boards
pick up violet Allen key,pick up the purple l-key,0.9947014653072135,,search_boards
pick up violet Allen key,pick up the purple hex key,0.9947193326507728,,search_boards
pour almonds in pot,dump the almonds into the pot,0.9938914368234677,,search_boards
pour almonds in pot,pour almonds in pot,0.9939509353449498,,search_boards
pour almonds in pot,dump the almonds from the container into the pot,0.9939672471242527,,search_boards
pour almonds in pot,dump the almonds into the pot bowl,0.9939760644094726,,search_boards
pour almonds in pot,dump the almonds in the pot,0.9940768803966282,,search_boards
pour almonds in pot,pour almonds from container into pot,0.9946637479179891,,search_boards
pour almonds in pot,transfer almonds from container to pot,0.9946691524223215,,search_boards
pour almonds in pot,pour the almonds into the pot,0.9946721525718955,,search_boards
put banana in colander,put the yellow banana into the silver bowl,0.9835977825844885,,search_boards
put banana in colander,drop the yellow banana in the silver bowl,0.9862776135280379,,search_boards
put banana in colander,place the yellow banana in the silver bowl,0.987524849452971,,search_boards
put banana in colander,put the banana inside the silver bowl,0.9887233040712591,,search_boards
put banana in colander,put banana in colander,0.9911386417659692,,search_boards
put banana in colander,place the banana in the colander,0.9946865299287663,,search_boards
put banana in colander,put the banana in the colander bowl,0.994691911482832,,search_boards
put banana in colander,drop the banana into the colander,0.9946948988921414,,search_boards
put banana in colander,put the yellow banana in the silver bowl,0.9947068318150227,,search_boards
put banana in pot cardboard fence,move the banana inside the orange bowl,0.9871742422378991,,search_boards
put banana in pot cardboard fence,pick up the banana and drop it in the pot,0.9874689468079417,,search_boards
put banana in pot cardboard fence,move the banana into the pot,0.9891856750213722,,search_boards
put banana in pot cardboard fence,move the banana in the pot,0.9893300178501329,,search_boards
put banana in pot cardboard fence,put banana in pot cardboard fence,0.9909172310442251,,search_boards
put banana in pot cardboard fence,put the banana inside the orange bowl,0.9947038510896045,,search_boards
put banana in pot cardboard fence,move banana to pot,0.9947080236379134,,search_boards
put banana in pot cardboard fence,pick up the banana and put it in the pot,0.9947145738940878,,search_boards
put banana in pot or pan,put the yellow banana in the silver pot,0.9862806771175844,,search_boards
put banana in pot or pan,place the banana in the silver pot,0.9867163477530142,,search_boards
put banana in pot or pan,place the yellow banana in the silver pot,0.9870257846228001,,search_boards
put banana in pot or pan,place yellow banana in the silver pot,0.9872171661581172,,search_boards
put banana in pot or pan,put banana in pot or pan,0.9923633863977164,,search_boards
put banana in pot or pan,place banana into the pot,0.9947519339335363,,search_boards
put banana in pot or pan,put the yellow banana into the silver pot,0.9947607903930311,,search_boards
put banana in pot or pan,put the banana in the silver pot,0.9947725758830831,,search_boards
put banana in pot or pan,place banana in the silver pot,0.9947808100311801,,search_boards
put banana on plate,put the yellow banana inside the green plate,0.9910637683759005,,search_boards
put banana on plate,put the yellow banana on the green plate,0.9914722582108807,,search_boards
put banana on plate,put the yellow banana onto the green plate,0.9914904229351174,,search_boards
put banana on plate,place the yellow banana onto the green plate,0.9915218810660794,,search_boards
put banana on plate,put banana on plate,0.9916004942519446,,search_boards
put banana on plate,put the banana on the plate,0.994655931789139,,search_boards
put banana on plate,move the yellow banana onto the plate,0.994660743061098,,search_boards
put banana on plate,put the yellow banana on the plate,0.9946673515260702,,search_boards
put big spoon from basket to tray,place the big silver spoon from the basket into the tray slot,0.831343398385076,,search_boards
put big spoon from basket to tray,grab the large spoon from the basket and put it in the tray,0.8500905176216726,,search_boards
put big spoon from basket to tray,take the big spoon out of the basket and place it in the tray,0.8803162834387682,,search_boards
put big spoon from basket to tray,move big spoon from basket to tray,0.9023810595524913,,search_boards
put big spoon from basket to tray,put the big spoon from basket to tray,0.9024707627890948,,search_boards
put big spoon from basket to tray,put big spoon from basket to tray,0.9852289074379229,,search_boards
put big spoon from basket to tray,place the big spoon from basket to tray,0.9856415335001537,,search_boards
put big spoon from basket to tray,transfer the big spoon from basket to tray,0.9856943017806893,,search_boards
put big spoon from basket to tray,transfer big spoon from basket to tray,0.985813519964423,,search_boards
put big spoon from basket to tray,place big spoon from basket to tray,0.9859458820309432,,search_boards
put blueberries on plate sink,[dry-run:gemini] 736870842653,0.3438400991750587,,loop_gemini
put blueberries on plate sink,put blue grapes on the yellow plate in the sink,0.9873620495533506,,search_boards
put blueberries on plate sink,place blue grapes on the plate in the sink,0.9873803982228073,,search_boards
put blueberries on plate sink,place blue grapes on the yellow plate in the sink,0.9874773479449483,,search_boards
put blueberries on plate sink,place blue grapes on yellow plate sink,0.9890920395463103,,search_boards
put blueberries on plate sink,put blueberries on plate sink,0.9912276695388215,,search_boards
put blueberries on plate sink,place blueberries on the plate in the sink,0.9947631496036249,,search_boards
put blueberries on plate sink,put blue grapes on plate sink,0.9947678648550011,,search_boards
put blueberries on plate sink,put the blueberries on the plate in the sink,0.9947696319852479,,search_boards
put bowl on plate,[dry-run:gemini] b4c0eb2cf055,0.18591231945586462,,loop_gemini
put bowl on plate,place bowl onto blue plate,0.9921767298607548,,search_boards
put bowl on plate,place the bowl on the blue plate,0.9921995407047982,,search_boards
put bowl on plate,place bowl on blue plate,0.9924223482513574,,search_boards
put bowl on plate,put the bowl on the plate,0.9924563219472907,,search_boards
put bowl on plate,place the bowl onto the plate,0.9924800135516401,,search_boards
put bowl on plate,place bowl on plate,0.9925531565888374,,search_boards
put bowl on plate,place bowl onto the plate,0.9926636103619653,,search_boards
put bowl on plate,place bowl on the plate,0.9930987118964351,,search_boards
put bowl on plate,put bowl on plate,0.993476709446249,,search_boards
put bowl on plate cardboard fence,move blue bowl to green plate,0.9872071632767003,,search_boards
put bowl on plate cardboard fence,put blue bowl onto green plate,0.9872100220309316,,search_boards
put bowl on plate cardboard fence,put blue bowl in green plate,0.9873224398429881,,search_boards
put bowl on plate cardboard fence,put the bowl on plate cardboard fence,0.9925998631940582,,search_boards
put bowl on plate cardboard fence,put bowl onto green plate cardboard fence,0.9928016182209832,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard,0.9928844622385933,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard fence,0.9930644933302503,,search_boards
put bowl on plate cardboard fence,put bowl on the green plate cardboard fence,0.9931041402798553,,search_boards
put bowl on plate cardboard fence,put bowl on plate cardboard fence,0.9934199806054965,,search_boards
put broccoli in bowl,place the green broccoli into the blue bowl,0.9740329204321211,,search_boards
put broccoli in bowl,place the green broccoli in the blue bowl,0.9741785328644499,,search_boards
put broccoli in bowl,drop the green broccoli in the blue bowl,0.9770284609833676,,search_boards
put broccoli in bowl,put the green broccoli inside the blue bowl,0.9777044839615942,,search_boards
put broccoli in bowl,put broccoli in bowl,0.9824867624687115,,search_boards
put broccoli in bowl,pick up broccoli and put it in bowl,0.9947406943700408,,search_boards
put broccoli in bowl,place the broccoli in the bowl,0.9947619701304523,,search_boards
put broccoli in bowl,put green broccoli in blue bowl,0.9947802223058656,,search_boards
put broccoli in pot,put the green broccoli piece inside the silver pot,0.9820191428926965,,search_boards
put broccoli in pot,put the green broccoli piece inside the metal pot,0.9844308895625511,,search_boards
put broccoli in pot,drop the green broccoli piece into the metal pot,0.9854820751739263,,search_boards
put broccoli in pot,drop the green broccoli into the metal pot,0.9860925584407398,,search_boards
put broccoli in pot,put broccoli in pot,0.9873167713178368,,search_boards
put broccoli in pot,put the green broccoli in the pot,0.9947743414305599,,search_boards
put broccoli in pot,put the broccoli piece into the metal pot,0.9947761063848594,,search_boards
put broccoli in pot,put the green broccoli inside the silver pot,0.9947831602742284,,search_boards
put broccoli in pot or pan,drop broccoli in pot,0.9896952957049807,,search_boards
put broccoli in pot or pan,put broccoli in the pot,0.9903998932030007,,search_boards
put broccoli in pot or pan,put the broccoli in the pot,0.9905430408745138,,search_boards
put broccoli in pot or pan,put broccoli in pot or pan,0.9907299276424689,,search_boards
put broccoli in pot or pan,put the broccoli into the pot,0.991065773112424,,search_boards
put broccoli in pot or pan,drop the broccoli inside the pot,0.9947696319852479,,search_boards
put broccoli in pot or pan,place broccoli in pot,0.9947761063848594,,search_boards
put broccoli in pot or pan,drop broccoli in the pot,0.9947907912957509,,search_boards
put broccoli in pot or pan,put the broccoli inside the pot,0.9947937233464579,,search_boards
put brush into pot or pan,[dry-run:gemini] effaf077e38b,0.9081939606115713,,loop_gemini
put brush into pot or pan,put brush into pot or pan,0.9815228564998776,,search_boards
put brush into pot or pan,drop the brush into the silver pot,0.985101528416578,,search_boards
put brush into pot or pan,put the brush in the silver pot,0.985101528416578,,search_boards
put brush into pot or pan,drop the brush in the pot,0.9852404340163983,,search_boards
put brush into pot or pan,drop the brush inside the silver pot,0.9854853137574922,,search_boards
put brush into pot or pan,place the brush inside the pot,0.9893216504433118,,search_boards
put brush into pot or pan,put the scrub brush in the pot,0.9893371847506687,,search_boards
put cap on container,put red cap on the container in the sink,0.9878822612569396,,search_boards
put cap on container,put the red lid on the glass container,0.9885695694903636,,search_boards
put cap on container,put the red lid on the glass jar,0.9887485171443621,,search_boards
put cap on container,place the red lid on the glass container,0.9893132765456444,,search_boards
put cap on container,put the red lid on the jar,0.989762036143458,,search_boards
put cap on container,put cap on container,0.9897677695611503,,search_boards
put carrot in bowl,put the orange carrot in the light blue bowl,0.9837522864070337,,search_boards
put carrot in bowl,move carrot into the blue bowl,0.9888924144417442,,search_boards
put carrot in bowl,put orange carrot in blue bowl,0.9892219407831142,,search_boards
put carrot in bowl,move the orange carrot into the blue bowl,0.9892665029230228,,search_boards
put carrot in bowl,move carrot into blue bowl,0.9906610632082202,,search_boards
put carrot in bowl,move carrot to blue bowl,0.990888661116847,,search_boards
put carrot in bowl,put carrot in bowl,0.991263031911873,,search_boards
put carrot in pot or pan,[dry-run:gemini] 09694e0708cf,0.7212717333666832,,loop_gemini
put carrot in pot or pan,put the carrot in pot,0.9844291545907655,,search_boards
put carrot in pot or pan,put carrot in pot,0.9849244041405666,,search_boards
put carrot in pot or pan,put carrot in pot or pan,0.9849831166830639,,search_boards
put carrot in pot or pan,put carrot into pot,0.9849831166830639,,search_boards
put carrot in pot or pan,put carrot inside pot,0.9854950252379464,,search_boards
put carrot in pot or pan,put the carrot in the pot,0.994696690534934,,search_boards
put carrot in pot or pan,put the carrot inside the pot,0.9947032547442004,,search_boards
put carrot in pot or pan,place carrot in pot,0.9947068318150227,,search_boards
put carrot on cutting board,grab the orange carrot and place it on the green cutting board,0.9856687410697955,,search_boards
put carrot on cutting board,pick up the orange carrot and set it on the cutting board,0.9868536219346529,,search_boards
put carrot on cutting board,pick up the orange carrot and put it on the cutting board,0.9879740575770567,,search_boards
put carrot on cutting board,put carrot on cutting board,0.9883813116400916,,search_boards
put carrot on cutting board,grab the carrot and put it on the cutting board,0.9890357193599543,,search_boards
put carrot on cutting board,place the carrot on the green cutting board,0.9892941118079093,,search_boards
put carrot on cutting board,set the carrot on the cutting board,0.9892977077839944,,search_boards
put carrot on cutting board,pick up the carrot and put it on the cutting board,0.9893192585636674,,search_boards
put carrot on cutting board,grab the carrot and place it on the cutting board,0.9893610400437477,,search_boards
put carrot on plate,[dry-run:gemini] e1de4728a972,0.17588258217503064,,loop_gemini
put carrot on plate,move carrot onto green plate,0.9193957109357317,,search_boards
put carrot on plate,put carrot on plate,0.9876123971762782,,search_boards
put carrot on plate,place carrot onto the green plate,0.9890993645328235,,search_boards
put carrot on plate,move carrot to green plate,0.9893526967027334,,search_boards
put carrot on plate,move the carrot onto the green plate,0.9894417537989925,,search_boards
put carrot on plate,move carrot onto the green plate,0.9895429658757277,,search_boards
put clothes in laundry machine,[dry-run:gemini] 209ae9dfcb3c,0.7405640878094117,,loop_gemini
put clothes in laundry machine,put clothes in the laundry machine,0.9922292707288325,,search_boards
put clothes in laundry machine,put clothes in laundry machine,0.9922857949762671,,search_boards
put clothes in laundry machine,place clothes in laundry machine,0.9924554744499829,,search_boards
put clothes in laundry machine,load the laundry machine with clothes,0.9930613742096475,,search_boards
put clothes in laundry machine,load the clothes from the basket into the machine,0.994798411213233,,search_boards
put clothes in laundry machine,load the laundry basket items into the washing machine,0.9948112812068295,,search_boards
put clothes in laundry machine,place the clothes into the open laundry machine,0.9948118654532793,,search_boards
put corn in bowl sink,move the corn to the bowl,0.9821426446614336,,search_boards
put corn in bowl sink,move the corn into the blue bowl,0.9834547319702481,,search_boards
put corn in bowl sink,place the corn in the bowl in the sink,0.9836670326453782,,search_boards
put corn in bowl sink,put corn in bowl sink,0.9852041777611938,,search_boards
put corn in bowl sink,move the corn into the bowl,0.9852437256968822,,search_boards
put corn in bowl sink,transfer the corn to the blue bowl,0.9947377326126587,,search_boards
put corn in pan which is on stove,place the orange carrot inside the empty silver pot,0.9674928838231109,,search_boards
put corn in pan which is on stove,drop the orange carrot inside the empty silver pot,0.9686576890147186,,search_boards
put corn in pan which is on stove,place the orange carrot inside the empty pot,0.9693512063629998,,search_boards
put corn in pan which is on stove,put the carrot in the empty pot on the stove,0.9695857360267389,,search_boards
put corn in pan which is on stove,put the orange carrot in the empty pot,0.9703180861335153,,search_boards
put corn in pan which is on stove,drop the orange carrot into the metal pot on the stove,0.9703832179582299,,search_boards
put corn in pan which is on stove,put the orange carrot toy inside the silver pot,0.974733566701416,,search_boards
put corn in pan which is on stove,put the orange carrot into the empty silver pot,0.9750136036841991,,search_boards
put corn in pan which is on stove,put the orange carrot into the empty pot,0.9767678991874085,,search_boards
put corn in pan which is on stove,drop the orange carrot into the empty silver pot,0.9781079978992961,,search_boards
put corn in pan which is on stove,put corn in pan which is on stove,0.985480455615168,,search_boards
put corn in pot which is in sink,put corn in pot in sink,0.8305483612717396,,search_boards
put corn in pot which is in sink,put corn in the pot in the sink,0.8483658434457734,,search_boards
put corn in pot which is in sink,put corn in sink pot,0.8516989500053751,,search_boards
put corn in pot which is in sink,place corn in sink pot,0.8762876637804242,,search_boards
put corn in pot which is in sink,put corn in the pot,0.884323710437201,,search_boards
put corn in pot which is in sink,put corn in pot,0.8949201183950859,,search_boards
put corn in pot which is in sink,put the yellow corn in the pot,0.908945209827203,,search_boards
put corn in pot which is in sink,put the corn in the pot,0.9182474952122743,,search_boards
put corn in pot which is in sink,put the corn into the pot,0.9194544103701914,,search_boards
put corn in pot which is in sink,put the yellow corn inside of the pot,0.9644202890901068,,search_boards
put corn in pot which is in sink,put the corn inside of the pot,0.9666932194516678,,search_boards
put corn in pot which is in sink,place the corn inside the silver pot,0.9669184414035946,,search_boards
put corn in pot which is in sink,put the corn inside the pot,0.9681136359271025,,search_boards
put corn in pot which is in sink,put corn in pot which is in sink,0.9749970526462908,,search_boards
put corn into bowl,move the corn to the blue bowl,0.9843404182700518,,search_boards
put corn into bowl,move the corn into blue bowl,0.9852420799470397,,search_boards
put corn into bowl,place yellow corn in the blue bowl,0.9861838493063971,,search_boards
put corn into bowl,put yellow corn into blue bowl,0.986967675121717,,search_boards
put corn into bowl,put corn into bowl,0.9879349934558208,,search_boards
put corn into bowl,place the corn in the blue bowl,0.9947495696969313,,search_boards
put corn into bowl,put the corn in the bowl,0.9947584301252089,,search_boards
put corn on plate,put corn on the pink plate,0.9909538334133817,,search_boards
put corn on plate,place the corn on the red plate,0.9915123604944176,,search_boards
put corn on plate,place corn on red plate,0.9916512516565066,,search_boards
put corn on plate,put corn on plate,0.9923307204864736,,search_boards
put corn on plate,put corn on the pink dish,0.9947406943700408,,search_boards
put corn on plate,put the corn on the pink plate,0.9947430625820308,,search_boards
put cucumber in cup,move the cucumber to the orange cup,0.980228090834543,,search_boards
put cucumber in cup,move cucumber to the orange cup,0.9807840886454897,,search_boards
put cucumber in cup,move the cucumber into the orange cup,0.98465824343795,,search_boards
put cucumber in cup,move cucumber into orange cup,0.9868638975761517,,search_boards
put cucumber in cup,put cucumber in cup,0.9896594477189484,,search_boards
put cucumber in cup,place cucumber in the orange cup,0.9947466129112589,,search_boards
put cucumber in cup,put cucumber in orange cup,0.9947466129112589,,search_boards
put cucumber in cup,pick up cucumber and put in orange cup,0.9947472044008696,,search_boards
put cup from anywhere into sink,[dry-run:gemini] bae27d9c6ce5,0.7899955876929565,,loop_gemini
put cup from anywhere into sink,move the blue plastic cup to the sink,0.9807370995912162,,search_boards
put cup from anywhere into sink,put the blue plastic cup in the sink,0.9808054101397318,,search_boards
put cup from anywhere into sink,place the cup in the sink,0.9814343772416424,,search_boards
put cup from anywhere into sink,place the blue plastic cup in the sink,0.9818625781797313,,search_boards
put cup from anywhere into sink,put cup from anywhere into sink,0.9818666093250323,,search_boards
put cup from anywhere into sink,put blue cup inside the sink,0.9924791686958045,,search_boards
put cup from anywhere into sink,put blue cup in sink,0.9930081355347987,,search_boards
put cup from counter or drying rack into sink,move the yellow cup from the drying rack to the blue sink,0.9071113680341446,,search_boards
put cup from counter or drying rack into sink,move the small yellow cup from the dish drying rack to the blue sink,0.9299154047885433,,search_boards
put cup from counter or drying rack into sink,place the small yellow cup from the drying rack into the sink,0.9420922076859582,,search_boards
put cup from counter or drying rack into sink,put the small yellow cup from the drying rack into the sink,0.9444124701181289,,search_boards
put cup from counter or drying rack into sink,put cup from counter or drying rack into sink,0.956280242409976,,search_boards
put cup from counter or drying rack into sink,place the yellow cup from the rack into the blue sink,0.9746274166794568,,search_boards
put cup from counter or drying rack into sink,put the yellow cup that is in the rack into the sink,0.9751319074381164,,search_boards
put cup from counter to sink,drop the blue cup into the sink,0.9703474126200454,,search_boards
put cup from counter to sink,move the blue cup into the sink basin,0.9706971465647287,,search_boards
put cup from counter to sink,place the light blue cup into the sink,0.97138779815603,,search_boards
put cup from counter to sink,place the light blue cup next to the toy vegetables in the sink,0.9726197087335298,,search_boards
put cup from counter to sink,put the blue cup next to the vegetables in the sink,0.973900898395824,,search_boards
put cup from counter to sink,set the blue cup next to the vegetables in the sink,0.9740786885960239,,search_boards
put cup from counter to sink,move the light blue cup into the sink next to the vegetables,0.9776427147711176,,search_boards
put cup from counter to sink,move the blue cup next to the vegetables in the sink,0.9814075459604632,,search_boards
put cup from counter to sink,move the blue cup next to the toy vegetables in the sink,0.9819088832920508,,search_boards
put cup from counter to sink,move the light blue cup next to the vegetables in the sink,0.9841773220358716,,search_boards
put cup from counter to sink,put cup from counter to sink,0.9868653648778637,,search_boards
put cup into pot or pan,put the blue cup inside the metal pot,0.9408447388112939,,search_boards
put cup into pot or pan,move the blue cup into the silver pot,0.9506996535714144,,search_boards
put cup into pot or pan,place the blue cup in the silver pot,0.9574343499284799,,search_boards
put cup into pot or pan,put blue cup into silver pot,0.9577011045724395,,search_boards
put cup into pot or pan,put the blue cup into the silver pot,0.9577652538311073,,search_boards
