task,phrase,kind,base_kind,proxy,n_ctx,gt_success,source
open fridge,gently pull open the grey toy refrigerator door,search,,0.9895474355252618,80,,search_boards
open fridge,pull open the grey toy fridge door,search,,0.9896197756810168,80,,search_boards
open fridge,pull open the grey toy refrigerator door,search,,0.9897123862221183,80,,search_boards
open fridge,pull the fridge door open,search,,0.9922561202054194,80,,search_boards
open fridge,pull open the refrigerator door,search,,0.9925997108949199,80,,search_boards
open fridge,pull the refrigerator door open,search,,0.9927143929054719,80,,search_boards
open fridge,pull open the grey fridge door,search,,0.9944939843549575,80,,search_boards
open fridge,pull open the grey refrigerator door,search,,0.9946804343521749,80,,search_boards
open large4fbox flaps,open large4fbox flaps,original,,0.9871782785920409,80,,search_boards
open large4fbox flaps,lift open the cardboard box flaps,search,,0.9935306368874735,80,,search_boards
open large4fbox flaps,lift the cardboard flaps open,search,,0.9937831616019869,80,,search_boards
open large4fbox flaps,lift the cardboard box flaps open,search,,0.9937831616019869,80,,search_boards
open large4fbox flaps,pull the cardboard flaps open,search,,0.9939269435728434,80,,search_boards
open large4fbox flaps,open the cardboard box flaps,search,,0.9946183869497816,80,,search_boards
open large4fbox flaps,pull the cardboard box flaps open,search,,0.9946558215772682,80,,search_boards
open large4fbox flaps,pull open the cardboard box flaps,search,,0.9946588291890263,80,,search_boards
open low fridge,open the lower refrigerator door,search,,0.9789656689813173,80,,search_boards
open low fridge,open the small white fridge door,search,,0.9789726604168301,80,,search_boards
open low fridge,open the low white fridge,search,,0.9789749903899815,80,,search_boards
open low fridge,open low fridge,original,,0.991201861045378,80,,search_boards
open low fridge,open the white lower refrigerator door,search,,0.9912863492025855,80,,search_boards
open low fridge,open the white lower fridge door,search,,0.991307832963105,80,,search_boards
open low fridge,open the lower fridge,search,,0.9913545245441717,80,,search_boards
open low fridge,open the lower fridge door,search,,0.9915776641499242,80,,search_boards
open oven,pull the oven handle to open it,search,,0.9944291473452855,80,,search_boards
open oven,grab the oven handle and open it,search,,0.9944297743788401,80,,search_boards
open oven,pull open the oven door,search,,0.9944641533602965,80,,search_boards
open oven,open oven,original,,0.9946189927985187,80,,search_boards
open oven,pull open the handle of the white oven,search,,0.9946618351172365,80,,search_boards
open oven,pull open the white oven door gently,search,,0.9946672415484487,80,,search_boards
open oven,pull open the white oven,search,,0.9946672415484487,80,,search_boards
open oven,grab and pull open the white oven door,search,,0.9946774388411767,80,,search_boards
open small4fbox flaps,open the small cardboard box flaps,search,,0.9942072742341388,80,,search_boards
open small4fbox flaps,open the small card board box flaps,search,,0.9943132105308685,80,,search_boards
open small4fbox flaps,open the cardboard box flaps,search,,0.9945788609130989,80,,search_boards
open small4fbox flaps,open small box flaps,search,,0.994588617105894,80,,search_boards
open small4fbox flaps,pull open the box flaps,search,,0.9946092910732939,80,,search_boards
open small4fbox flaps,open small4fbox flaps,original,,0.99467144278492,80,,search_boards
open small4fbox flaps,open small brown cardboard box flaps,search,,0.9947013560293879,80,,search_boards
open small4fbox flaps,open the small brown cardboard box flaps,search,,0.9947019525874244,80,,search_boards
open the drawer,grab the handle and open the drawer,search,,0.9840211299565874,80,,search_boards
open the drawer,pull the black handle to open the red drawer,search,,0.9845549934934906,80,,search_boards
open the drawer,open the drawer on the red box,search,,0.9856412400661236,80,,search_boards
open the drawer,pull open the drawer using the handle,search,,0.9868003803093893,80,,search_boards
open the drawer,open the drawer,original,,0.991256968320857,80,,search_boards
open the drawer,use the handle to pull open the drawer,search,,0.9947506436809422,80,,search_boards
open the drawer,pull the drawer handle,search,,0.9947589121942483,80,,search_boards
opened the drawer,slide the red drawer out,search,,0.964415693267252,80,,search_boards
opened the drawer,slide out the red drawer with the black handle,search,,0.9813098425250499,80,,search_boards
opened the drawer,open the red drawer by pulling its handle,search,,0.9842648937245767,80,,search_boards
opened the drawer,slide the red drawer open,search,,0.9847669850347338,80,,search_boards
opened the drawer,opened the drawer,original,,0.9879912825028675,80,,search_boards
opened the drawer,slide open the red drawer,search,,0.9947281351070607,80,,search_boards
opened the drawer,pull open the red drawer,search,,0.9947394013687798,80,,search_boards
opened the drawer,pull the handle of the red drawer,search,,0.9947399936660594,80,,search_boards
pick up any cup,[dry-run:gemini] 5252a3da701c,rephrased,search,0.4850915638999627,80,,loop_gemini
pick up any cup,pick up any mug in the rack,search,,0.9879939681647127,80,,search_boards
pick up any cup,pick up any cup from the rack,search,,0.9899042150427618,80,,search_boards
pick up any cup,pick up any cup inside the rack,search,,0.9900111181612833,80,,search_boards
pick up any cup,pick up any cup,original,,0.9901290772202085,80,,search_boards
pick up any cup,pick up any cup in the rack,search,,0.9906272997101858,80,,search_boards
pick up any cup,grab any mug,search,,0.9946774388411767,80,,search_boards
pick up any cup,pick up one of the cups,search,,0.9947019525874244,80,,search_boards
pick up any cup,grab any cup from the rack,search,,0.9947192237394898,80,,search_boards
pick up bit holder,lift the red plastic screwdriver bit holder,search,,0.9826048202643823,80,,search_boards
pick up bit holder,grab the red plastic screwdriver bit holder,search,,0.9840211299565874,80,,search_boards
pick up bit holder,pick up red screwdriver bit holder,search,,0.9850262800844837,80,,search_boards
pick up bit holder,pick up red plastic bit holder,search,,0.986432722186392,80,,search_boards
pick up bit holder,pick up bit holder,original,,0.9870934724711551,80,,search_boards
pick up bit holder,grasp the red bit holder,search,,0.9946189927985187,80,,search_boards
pick up bit holder,grab the red plastic bit holder,search,,0.9946280723934604,80,,search_boards
pick up bit holder,pick up the red plastic screwdriver bit holder,search,,0.9946449802207401,80,,search_boards
pick up bit holder,pick up the red screwdriver bit holder,search,,0.9946491989007139,80,,search_boards
pick up blue pen and put into drawer,[dry-run:gemini] e02e89970779,rephrased,search,0.7606333870054709,80,,loop_gemini
pick up blue pen and put into drawer,grab the blue marker and place it in the upper left compartment,search,,0.9744696771531006,80,,search_boards
pick up blue pen and put into drawer,move the blue pen to the top left plastic drawer,search,,0.9801154926738713,80,,search_boards
pick up blue pen and put into drawer,put the blue pen in the upper left organizer,search,,0.9846391091785874,80,,search_boards
pick up blue pen and put into drawer,pick up the blue dry erase marker and put it in the upper left drawer,search,,0.9859314712220484,80,,search_boards
pick up blue pen and put into drawer,pick up blue pen and put into drawer,original,,0.9887721877603296,80,,search_boards
pick up blue pen and put into drawer,put the blue dry erase marker in the upper left compartment,search,,0.9946353250970055,80,,search_boards
pick up blue pen and put into drawer,pick up the blue pen and place it in the upper left drawer,search,,0.994637740499944,80,,search_boards
pick up blue pen and put into drawer,place the blue pen in the top left plastic drawer,search,,0.994637740499944,80,,search_boards
pick up blue pen and put into drawer,grab the blue dry erase marker and place it in the side compartment,search,,0.9946540162017223,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the cardboard box,search,,0.9884588094067008,80,,search_boards
pick up bowl and put in small4fbox,place the light blue bowl in the cardboard box,search,,0.9894769540530752,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the box,search,,0.9894887335330543,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl inside the box,search,,0.9897961796165133,80,,search_boards
pick up bowl and put in small4fbox,pick up bowl and put in small4fbox,original,,0.9931688104093347,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl into the cardboard box,search,,0.9947316954643267,80,,search_boards
pick up bowl and put in small4fbox,move the blue bowl into the cardboard box,search,,0.9947316954643267,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl in the box,search,,0.9947328817185006,80,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and set it in the red drawer,search,,0.9903910822030562,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and set it inside the red drawer,search,,0.9906230948548189,80,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and place it in the red drawer,search,,0.9909180631643656,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the red drawer,search,,0.9909363809920412,80,,search_boards
pick up box cutter and put into drawer,pick up box cutter and put into drawer,original,,0.9926046979982277,80,,search_boards
pick up box cutter and put into drawer,grab the box cutter and set it in the drawer,search,,0.9946359290491716,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and place it in the red drawer,search,,0.9946419648526399,80,,search_boards
pick up box cutter and put into drawer,grab the box cutter and place it inside the red drawer,search,,0.9946431712024809,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the drawer,search,,0.9946443772821774,80,,search_boards
pick up glass cup,pick up glass,search,,0.985024610451803,80,,search_boards
pick up glass cup,pick up glass cup from dishwasher,search,,0.9850613000536641,80,,search_boards
pick up glass cup,pick up the small glass cup,search,,0.9859110459000568,80,,search_boards
pick up glass cup,pick up glass cup,original,,0.9874195715995163,80,,search_boards
pick up glass cup,lift the glass cup from the rack,search,,0.9946618351172365,80,,search_boards
pick up glass cup,take the clear glass out of the dishwasher,search,,0.9946678419267404,80,,search_boards
pick up glue and put into drawer,[dry-run:gemini] aa9ab54d088e,rephrased,search,0.44390871780745783,80,,loop_gemini
pick up glue and put into drawer,move the red glue tube into the top left compartment,search,,0.9558610174916548,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the top left organizer,search,,0.9823965861984184,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the upper tray,search,,0.9853516471390593,80,,search_boards
pick up glue and put into drawer,pick up the small red glue tube and drop it in the upper tray,search,,0.9859581372214696,80,,search_boards
pick up glue and put into drawer,pick up glue and put into drawer,original,,0.987944187240417,80,,search_boards
pick up glue and put into drawer,pick up the red tube of glue and place it in the top left organizer,search,,0.9946642386482764,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the small open drawer on the left,search,,0.9946750412244232,80,,search_boards
pick up glue and put into drawer,put the red glue tube into the left side top drawer,search,,0.9946762401670519,80,,search_boards
pick up green mug,pick up green mug,original,,0.9884096365874512,80,,search_boards
pick up green mug,pick up the green cup,search,,0.9894981477232301,80,,search_boards
pick up green mug,pick up green cup,search,,0.9896696559202258,80,,search_boards
pick up green mug,pick up the green coffee cup,search,,0.9896962386089744,80,,search_boards
pick up green mug,pick up green coffee cup,search,,0.9903077814428156,80,,search_boards
pick up green mug,lift the green cup,search,,0.9945947058567792,80,,search_boards
pick up green mug,grasp the green cup,search,,0.9946147504323821,80,,search_boards
pick up pan from stove,lift the silver pot off the front left burner,search,,0.15717456542147148,80,,search_boards
pick up pan from stove,lift the silver pot that is on the left burner,search,,0.8696206951451246,80,,search_boards
pick up pan from stove,[dry-run:gemini] e2c13623aaa8,rephrased,search,0.9043802745211753,80,,loop_gemini
pick up pan from stove,pick up the small silver pot from the stove,search,,0.9184835517746719,80,,search_boards
pick up pan from stove,grab the small pot from the burner,search,,0.9186021221598967,80,,search_boards
pick up pan from stove,take the silver pot off the front burner,search,,0.9264281971074203,80,,search_boards
pick up pan from stove,grab the silver pot on the left burner,search,,0.9435434125656087,80,,search_boards
pick up pan from stove,grab the small silver pot on the left burner,search,,0.9519098944819117,80,,search_boards
pick up pan from stove,lift the silver pot on the left burner,search,,0.95405988599493,80,,search_boards
pick up pan from stove,pick up the silver pot on the left burner,search,,0.9581882024406219,80,,search_boards
pick up pan from stove,pick up pan from stove,original,,0.9776249359174652,80,,search_boards
pick up pot,grab the small metal pot from the burner,search,,0.2002453846905146,80,,search_boards
pick up pot,grab the small silver pot from the burner,search,,0.23609260809337526,80,,search_boards
pick up pot,grab the metal pot from the burner,search,,0.515032276728513,80,,search_boards
pick up pot,pick up the silver pot with handles,search,,0.9010449957797007,80,,search_boards
pick up pot,grab the silver cooking pot,search,,0.9318583633236778,80,,search_boards
pick up pot,lift the cooking pot,search,,0.9325878499830526,80,,search_boards
pick up pot,grab the silver cooking pot from the stove,search,,0.9366401738343207,80,,search_boards
pick up pot,grab the metal pot from the stove,search,,0.9566235485440037,80,,search_boards
pick up pot,grab the small metal pot from the stove,search,,0.9581382898980374,80,,search_boards
pick up pot,pick up pot,original,,0.9651311998016019,80,,search_boards
pick up pot from sink,remove the silver pot from the sink,search,,0.917332094996842,80,,search_boards
pick up pot from sink,remove the pot from the sink,search,,0.9216302522030766,80,,search_boards
pick up pot from sink,lift the silver cup out of the sink,search,,0.9356386846025062,80,,search_boards
pick up pot from sink,lift the metal pot out of the sink,search,,0.9528340568295954,80,,search_boards
pick up pot from sink,pick up pot from sink,original,,0.9755344393580218,80,,search_boards
pick up pot from sink,grab the metal pot out of the sink,search,,0.9761138842283834,80,,search_boards
pick up pot from sink,grab the silver cup from the sink,search,,0.9768289969404798,80,,search_boards
pick up pot from sink,grab the metal pot from the sink,search,,0.9785538753878606,80,,search_boards
pick up pot from sink,grab the silver cup out of the sink,search,,0.9792412588554981,80,,search_boards
pick up scissors and put into drawer,[dry-run:gemini] aec545de50da,rephrased,search,0.8818469597394157,80,,loop_gemini
pick up scissors and put into drawer,place the scissors into the top red drawer,search,,0.9870023055830642,80,,search_boards
pick up scissors and put into drawer,pick up scissors and put into drawer,original,,0.9870457973721529,80,,search_boards
pick up scissors and put into drawer,place the scissors in the top red drawer,search,,0.9873292626013912,80,,search_boards
pick up scissors and put into drawer,place the scissors in the top drawer,search,,0.987631516413511,80,,search_boards
pick up scissors and put into drawer,pick up scissors and place in drawer,search,,0.99453351048227,80,,search_boards
pick up scissors and put into drawer,pick up the scissors and place them in the drawer,search,,0.9945359714746141,80,,search_boards
pick up sponge and wipe plate,use the sponge to clean the grey plate,search,,0.9923133141021777,80,,search_boards
pick up sponge and wipe plate,use the sponge to wipe the grey plate,search,,0.9926889701631331,80,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the plate,search,,0.9929090640713586,80,,search_boards
pick up sponge and wipe plate,pick up sponge and wipe plate,original,,0.9931163903566991,80,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the grey plate,search,,0.9931218049309863,80,,search_boards
pick up sponge and wipe plate,pick up the yellow sponge and wipe the grey plate,search,,0.9946461858953318,80,,search_boards
pick up sponge and wipe plate,grab the sponge and wipe the grey plate,search,,0.9946479939009976,80,,search_boards
pick up sponge and wipe plate,grab the yellow sponge and wipe the grey plate,search,,0.9946504036305848,80,,search_boards
pick up violet Allen key,grab the violet hex key,search,,0.9825835250970443,80,,search_boards
pick up violet Allen key,grasp the purple hex key,search,,0.983230047596883,80,,search_boards
pick up violet Allen key,grasp the violet hex key,search,,0.9835956217786337,80,,search_boards
pick up violet Allen key,pick up the violet hex key,search,,0.9852664462427868,80,,search_boards
pick up violet Allen key,pick up violet Allen key,original,,0.9894178604672264,80,,search_boards
pick up violet Allen key,grab the violet allen key,search,,0.9946660405901444,80,,search_boards
pick up violet Allen key,pick up the purple l-key,search,,0.9946702427676816,80,,search_boards
pick up violet Allen key,pick up the purple hex key,search,,0.9946882148354401,80,,search_boards
pour almonds in pot,dump the almonds into the pot,search,,0.9938554705353656,80,,search_boards
pour almonds in pot,pour almonds in pot,original,,0.9939153172303895,80,,search_boards
pour almonds in pot,dump the almonds from the container into the pot,search,,0.9939317244703567,80,,search_boards
pour almonds in pot,dump the almonds into the pot bowl,search,,0.9939405933578837,80,,search_boards
pour almonds in pot,dump the almonds in the pot,search,,0.9940419994266892,80,,search_boards
pour almonds in pot,pour almonds from container into pot,search,,0.9946323043215235,80,,search_boards
pour almonds in pot,transfer almonds from container to pot,search,,0.994637740499944,80,,search_boards
pour almonds in pot,pour the almonds into the pot,search,,0.9946407582325945,80,,search_boards
put banana in colander,put the yellow banana into the silver bowl,search,,0.9835022148649315,80,,search_boards
put banana in colander,drop the yellow banana in the silver bowl,search,,0.9861974407681652,80,,search_boards
put banana in colander,place the yellow banana in the silver bowl,search,,0.987451870933469,80,,search_boards
put banana in colander,put the banana inside the silver bowl,search,,0.9886572558776299,80,,search_boards
put banana in colander,put banana in colander,original,,0.9910866127969483,80,,search_boards
put banana in colander,place the banana in the colander,search,,0.9946552198528088,80,,search_boards
put banana in colander,put the banana in the colander bowl,search,,0.9946606329479186,80,,search_boards
put banana in colander,drop the banana into the colander,search,,0.9946636378664473,80,,search_boards
put banana in colander,put the yellow banana in the silver bowl,search,,0.9946756407293041,80,,search_boards
put banana in pot cardboard fence,move the banana inside the orange bowl,search,,0.9870992394914079,80,,search_boards
put banana in pot cardboard fence,pick up the banana and drop it in the pot,search,,0.9873956454369625,80,,search_boards
put banana in pot cardboard fence,move the banana into the pot,search,,0.9891223051642088,80,,search_boards
put banana in pot cardboard fence,move the banana in the pot,search,,0.9892674846370557,80,,search_boards
put banana in pot cardboard fence,put banana in pot cardboard fence,original,,0.9908639140576453,80,,search_boards
put banana in pot cardboard fence,put the banana inside the orange bowl,search,,0.9946726425334168,80,,search_boards
put banana in pot cardboard fence,move banana to pot,search,,0.9946768395376734,80,,search_boards
put banana in pot cardboard fence,pick up the banana and put it in the pot,search,,0.9946834281863253,80,,search_boards
put banana in pot or pan,put the yellow banana in the silver pot,search,,0.9862005220062376,80,,search_boards
put banana in pot or pan,place the banana in the silver pot,search,,0.9866387035633306,80,,search_boards
put banana in pot or pan,place the yellow banana in the silver pot,search,,0.9869499251992909,80,,search_boards
put banana in pot or pan,place yellow banana in the silver pot,search,,0.987142411153731,80,,search_boards
put banana in pot or pan,put banana in pot or pan,original,,0.9923184927165403,80,,search_boards
put banana in pot or pan,place banana into the pot,search,,0.9947210072108749,80,,search_boards
put banana in pot or pan,put the yellow banana into the silver pot,search,,0.9947299155847633,80,,search_boards
put banana in pot or pan,put the banana in the silver pot,search,,0.9947417701599176,80,,search_boards
put banana in pot or pan,place banana in the silver pot,search,,0.9947500525765668,80,,search_boards
put banana on plate,put the yellow banana inside the green plate,search,,0.9910113037788536,80,,search_boards
put banana on plate,put the yellow banana on the green plate,search,,0.9914221710995859,80,,search_boards
put banana on plate,put the yellow banana onto the green plate,search,,0.9914404415920269,80,,search_boards
put banana on plate,place the yellow banana onto the green plate,search,,0.9914720829043542,80,,search_boards
put banana on plate,put banana on plate,original,,0.9915511539080303,80,,search_boards
put banana on plate,put the banana on the plate,search,,0.9946244423854338,80,,search_boards
put banana on plate,move the yellow banana onto the plate,search,,0.9946292818542686,80,,search_boards
put banana on plate,put the yellow banana on the plate,search,,0.9946359290491716,80,,search_boards
put big spoon from basket to tray,place the big silver spoon from the basket into the tray slot,search,,0.8305135793375176,80,,search_boards
put big spoon from basket to tray,grab the large spoon from the basket and put it in the tray,search,,0.8493362211667932,80,,search_boards
put big spoon from basket to tray,take the big spoon out of the basket and place it in the tray,search,,0.8796925496126985,80,,search_boards
put big spoon from basket to tray,move big spoon from basket to tray,search,,0.9018594971358471,80,,search_boards
put big spoon from basket to tray,put the big spoon from basket to tray,search,,0.9019496275662889,80,,search_boards
put big spoon from basket to tray,put big spoon from basket to tray,original,,0.9851426999322271,80,,search_boards
put big spoon from basket to tray,place the big spoon from basket to tray,search,,0.9855576988742905,80,,search_boards
put big spoon from basket to tray,transfer the big spoon from basket to tray,search,,0.9856107707545557,80,,search_boards
put big spoon from basket to tray,transfer big spoon from basket to tray,search,,0.9857306749764565,80,,search_boards
put big spoon from basket to tray,place big spoon from basket to tray,search,,0.9858637989156954,80,,search_boards
put blueberries on plate sink,[dry-run:gemini] 736870842653,rephrased,search,0.3438400991750587,80,,loop_gemini
put blueberries on plate sink,put blue grapes on the yellow plate in the sink,search,,0.987288130928211,80,,search_boards
put blueberries on plate sink,place blue grapes on the plate in the sink,search,,0.9873065855382536,80,,search_boards
put blueberries on plate sink,place blue grapes on the yellow plate in the sink,search,,0.9874040950902169,80,,search_boards
put blueberries on plate sink,place blue grapes on yellow plate sink,search,,0.9890281270892614,80,,search_boards
put blueberries on plate sink,put blueberries on plate sink,original,,0.9911761586377372,80,,search_boards
put blueberries on plate sink,place blueberries on the plate in the sink,search,,0.9947322886246289,80,,search_boards
put blueberries on plate sink,put blue grapes on plate sink,search,,0.9947370315161661,80,,search_boards
put blueberries on plate sink,put the blueberries on the plate in the sink,search,,0.9947388090051582,80,,search_boards
put bowl on plate,[dry-run:gemini] b4c0eb2cf055,rephrased,search,0.18591231945586462,80,,loop_gemini
put bowl on plate,place bowl onto blue plate,search,,0.9921307475753783,80,,search_boards
put bowl on plate,place the bowl on the blue plate,search,,0.992153691432839,80,,search_boards
put bowl on plate,place bowl on blue plate,search,,0.9923777985293569,80,,search_boards
put bowl on plate,put the bowl on the plate,search,,0.9924119704326558,80,,search_boards
put bowl on plate,place the bowl onto the plate,search,,0.9924358002653295,80,,search_boards
put bowl on plate,place bowl on plate,search,,0.9925093700967267,80,,search_boards
put bowl on plate,place bowl onto the plate,search,,0.9926204684953669,80,,search_boards
put bowl on plate,place bowl on the plate,search,,0.9930581107649099,80,,search_boards
put bowl on plate,put bowl on plate,original,,0.9934383174277496,80,,search_boards
put bowl on plate cardboard fence,move blue bowl to green plate,search,,0.987132350537161,80,,search_boards
put bowl on plate cardboard fence,put blue bowl onto green plate,search,,0.9871352257915774,80,,search_boards
put bowl on plate cardboard fence,put blue bowl in green plate,search,,0.9872482925350574,80,,search_boards
put bowl on plate cardboard fence,put the bowl on plate cardboard fence,search,,0.9925563492712666,80,,search_boards
put bowl on plate cardboard fence,put bowl onto green plate cardboard fence,search,,0.9927592819941735,80,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard,search,,0.9928426097341085,80,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard fence,search,,0.9930236923008424,80,,search_boards
put bowl on plate cardboard fence,put bowl on the green plate cardboard fence,search,,0.9930635708611212,80,,search_boards
put bowl on plate cardboard fence,put bowl on plate cardboard fence,original,,0.9933812569407452,80,,search_boards
put broccoli in bowl,place the green broccoli into the blue bowl,search,,0.9738831026871761,80,,search_boards
put broccoli in bowl,place the green broccoli in the blue bowl,search,,0.9740295328344124,80,,search_boards
put broccoli in bowl,drop the green broccoli in the blue bowl,search,,0.9768955161313081,80,,search_boards
put broccoli in bowl,put the green broccoli inside the blue bowl,search,,0.9775753617094406,80,,search_boards
put broccoli in bowl,put broccoli in bowl,original,,0.9823848373079483,80,,search_boards
put broccoli in bowl,pick up broccoli and put it in bowl,search,,0.9947097017651604,80,,search_boards
put broccoli in bowl,place the broccoli in the bowl,search,,0.9947311022375865,80,,search_boards
put broccoli in bowl,put green broccoli in blue bowl,search,,0.9947494614059814,80,,search_boards
put broccoli in pot,put the green broccoli piece inside the silver pot,search,,0.9819145463330854,80,,search_boards
put broccoli in pot,put the green broccoli piece inside the metal pot,search,,0.984340098668494,80,,search_boards
put broccoli in pot,drop the green broccoli piece into the metal pot,search,,0.9853973233139769,80,,search_boards
put broccoli in pot,drop the green broccoli into the metal pot,search,,0.986011319835055,80,,search_boards
put broccoli in pot,put broccoli in pot,original,,0.9872425912847596,80,,search_boards
put broccoli in pot,put the green broccoli in the pot,search,,0.9947435460569606,80,,search_boards
put broccoli in pot,put the broccoli piece into the metal pot,search,,0.9947453213573859,80,,search_boards
put broccoli in pot,put the green broccoli inside the silver pot,search,,0.9947524165968813,80,,search_boards
put broccoli in pot or pan,drop broccoli in pot,search,,0.9896348808351315,80,,search_boards
put broccoli in pot or pan,put broccoli in the pot,search,,0.990343568972577,80,,search_boards
put broccoli in pot or pan,put the broccoli in the pot,search,,0.9904875484309965,80,,search_boards
put broccoli in pot or pan,put broccoli in pot or pan,original,,0.9906755215077433,80,,search_boards
put broccoli in pot or pan,put the broccoli into the pot,search,,0.9910133201784559,80,,search_boards
put broccoli in pot or pan,drop the broccoli inside the pot,search,,0.9947388090051582,80,,search_boards
put broccoli in pot or pan,place broccoli in pot,search,,0.9947453213573859,80,,search_boards
put broccoli in pot or pan,drop broccoli in the pot,search,,0.9947600923523646,80,,search_boards
put broccoli in pot or pan,put the broccoli inside the pot,search,,0.9947630415912881,80,,search_boards
put brush into pot or pan,[dry-run:gemini] effaf077e38b,rephrased,search,0.9081939606115713,80,,loop_gemini
put brush into pot or pan,put brush into pot or pan,original,,0.9814154276246284,80,,search_boards
put brush into pot or pan,drop the brush into the silver pot,search,,0.9850145888048892,80,,search_boards
put brush into pot or pan,put the brush in the silver pot,search,,0.9850145888048892,80,,search_boards
put brush into pot or pan,drop the brush in the pot,search,,0.9851542927688051,80,,search_boards
put brush into pot or pan,drop the brush inside the silver pot,search,,0.9854005805234662,80,,search_boards
put brush into pot or pan,place the brush inside the pot,search,,0.9892590687240497,80,,search_boards
put brush into pot or pan,put the scrub brush in the pot,search,,0.9892746930850577,80,,search_boards
put cap on container,put red cap on the container in the sink,search,,0.9878113477583517,80,,search_boards
put cap on container,put the red lid on the glass container,search,,0.9885026313359775,80,,search_boards
put cap on container,put the red lid on the glass jar,search,,0.9886826149346633,80,,search_boards
put cap on container,place the red lid on the glass container,search,,0.9892506462834051,80,,search_boards
put cap on container,put the red lid on the jar,search,,0.9897020084909193,80,,search_boards
put cap on container,put cap on container,original,,0.9897077751754566,80,,search_boards
put carrot in bowl,put the orange carrot in the light blue bowl,search,,0.9836576039488261,80,,search_boards
put carrot in bowl,move carrot into the blue bowl,search,,0.9888273455437386,80,,search_boards
put carrot in bowl,put orange carrot in blue bowl,search,,0.9891587811072564,80,,search_boards
put carrot in bowl,move the orange carrot into the blue bowl,search,,0.9892036015322967,80,,search_boards
put carrot in bowl,move carrot into blue bowl,search,,0.9906062567396908,80,,search_boards
put carrot in bowl,move carrot to blue bowl,search,,0.990835177972342,80,,search_boards
put carrot in bowl,put carrot in bowl,original,,0.9912117268167349,80,,search_boards
put carrot in pot or pan,[dry-run:gemini] 09694e0708cf,rephrased,search,0.7212717333666832,80,,loop_gemini
put carrot in pot or pan,put the carrot in pot,search,,0.9843383537402242,80,,search_boards
put carrot in pot or pan,put carrot in pot,search,,0.9848364468352914,80,,search_boards
put carrot in pot or pan,put carrot in pot or pan,original,,0.9848954966779194,80,,search_boards
put carrot in pot or pan,put carrot into pot,search,,0.9848954966779194,80,,search_boards
put carrot in pot or pan,put carrot inside pot,search,,0.9854103478578813,80,,search_boards
put carrot in pot or pan,put the carrot in the pot,search,,0.9946654400101176,80,,search_boards
put carrot in pot or pan,put the carrot inside the pot,search,,0.9946720426927576,80,,search_boards
put carrot in pot or pan,place carrot in pot,search,,0.9946756407293041,80,,search_boards
put carrot on cutting board,grab the orange carrot and place it on the green cutting board,search,,0.9855850629772145,80,,search_boards
put carrot on cutting board,pick up the orange carrot and set it on the cutting board,search,,0.9867767693724997,80,,search_boards
put carrot on cutting board,pick up the orange carrot and put it on the cutting board,search,,0.987903674696454,80,,search_boards
put carrot on cutting board,put carrot on cutting board,original,,0.9883132840553045,80,,search_boards
put carrot on cutting board,grab the carrot and put it on the cutting board,search,,0.988971480588387,80,,search_boards
put carrot on cutting board,place the carrot on the green cutting board,search,,0.9892313704519914,80,,search_boards
put carrot on cutting board,set the carrot on the cutting board,search,,0.9892349872728082,80,,search_boards
put carrot on cutting board,pick up the carrot and put it on the cutting board,search,,0.9892566629787389,80,,search_boards
put carrot on cutting board,grab the carrot and place it on the cutting board,search,,0.9892986866748219,80,,search_boards
put carrot on plate,[dry-run:gemini] e1de4728a972,rephrased,search,0.17588258217503064,80,,loop_gemini
put carrot on plate,move carrot onto green plate,search,,0.9189568907399513,80,,search_boards
put carrot on plate,put carrot on plate,original,,0.9875399243411622,80,,search_boards
put carrot on plate,place carrot onto the green plate,search,,0.9890354945189205,80,,search_boards
put carrot on plate,move carrot to green plate,search,,0.9892902949640477,80,,search_boards
put carrot on plate,move the carrot onto the green plate,search,,0.9893798684035431,80,,search_boards
put carrot on plate,move carrot onto the green plate,search,,0.9894816674114936,80,,search_boards
put clothes in laundry machine,[dry-run:gemini] 209ae9dfcb3c,rephrased,search,0.7405640878094117,80,,loop_gemini
put clothes in laundry machine,put clothes in the laundry machine,search,,0.9921835948263636,80,,search_boards
put clothes in laundry machine,put clothes in laundry machine,original,,0.9922404487218212,80,,search_boards
