task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,gt_success,source
pick up sponge and wipe plate,"If it is not too much of an imposition, I would appreciate it if you could take hold of the porous item used for soaking up spills and utilize it to wipe the flat ceramic vessel upon which food is typically served.",adversarial,,0.30795952565866674,5.3813,-3.599,0.1009,False,64,,generated_adversarial
pick up sponge and wipe plate,"Ascertain the location of the porous cleaning pad, elevate it from its resting place, and systematically perform a wiping motion across the flat ceramic dining vessel.",adversarial,,0.3272269959930945,5.4626,-4.0249,0.077,False,64,,generated_adversarial
pick up sponge and wipe plate,Use the sponge to clean off the plate.,natural,,0.8595407594554616,7.7111,-0.0367,0.0349,False,64,,generated_natural
pick up sponge and wipe plate,Pick up the cleaning sponge and wipe the surface of the dish.,natural,,0.8806583740129499,7.8003,0.1327,0.0337,False,64,,generated_natural
pick up sponge and wipe plate,Give the plate a quick wipe with the sponge.,natural,,0.9169991406099819,7.9538,0.4624,0.0331,False,64,,generated_natural
pick up sponge and wipe plate,Please wipe the dinner plate using the sponge.,natural,,0.9301985323670893,8.0096,0.5341,0.031,False,64,,generated_natural
pick up sponge and wipe plate,use the sponge to clean the grey plate,search,,0.9422905819018588,8.0607,0.8328,0.0382,False,64,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the grey plate,search,,0.9596678610833013,8.1341,0.7929,0.0302,False,64,,search_boards
pick up sponge and wipe plate,Get the sponge and wipe the plate for me.,natural,,0.9625549331825923,8.1463,0.8616,0.0318,False,64,,generated_natural
pick up sponge and wipe plate,use the sponge to wipe the grey plate,search,,0.9634207555961471,8.1499,0.9545,0.0351,False,64,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the plate,search,,0.966978474939245,8.1649,0.9239,0.0326,False,64,,search_boards
pick up sponge and wipe plate,Could you grab the sponge and wipe the plate clean?,natural,,0.971593920703845,8.1844,0.9946,0.0336,False,64,,generated_natural
pick up sponge and wipe plate,Take the yellow sponge and wipe down the plate.,natural,,0.9732126058519807,8.1913,1.0153,0.0338,False,64,,generated_natural
pick up sponge and wipe plate,Grab the sponge and wipe the plate.,natural,,0.9767836483761619,8.2064,1.0581,0.0342,False,64,,generated_natural
pick up sponge and wipe plate,grab the sponge and wipe the grey plate,search,,0.9774894573395811,8.2093,0.9886,0.0312,False,64,,search_boards
pick up sponge and wipe plate,grab the yellow sponge and wipe the grey plate,search,,0.9781410949080542,8.2121,0.9673,0.0301,False,64,,search_boards
pick up sponge and wipe plate,pick up the yellow sponge and wipe the grey plate,search,,0.9877914885805577,8.2529,1.0681,0.0305,False,64,,search_boards
pick up sponge and wipe plate,pick up sponge and wipe plate,original,,1.0,8.3044,1.2033,0.0312,False,64,,search_boards
pick up violet Allen key,"Initiate an upward translation of the violet-colored, right-angled lever that is primarily purposed for tightening hex-head screws.",adversarial,,0.0,3.2079,-5.8794,0.2033,False,64,,generated_adversarial
pick up violet Allen key,"Should the opportunity arise, kindly apply a firm prehensile grip to the violet implement whose sole purpose is interfacing with hexagonal recesses.",adversarial,,0.21294387433298442,4.1945,-5.2161,0.1422,False,64,,generated_adversarial
pick up violet Allen key,"I would be most grateful if you could elevate the small, violet-hued hexagonal fastening tool from its current resting place.",adversarial,,0.33613138754745037,4.7652,-4.1631,0.1332,False,64,,generated_adversarial
pick up violet Allen key,"Assuming your grippers are currently unoccupied, proceed to take hold of the violet implement utilized for driving bolts with internal hexagonal sockets.",adversarial,,0.3588576904947081,4.8705,-4.1311,0.1251,False,64,,generated_adversarial
pick up violet Allen key,Take the violet L-shaped tool.,natural,,0.49480511089242535,5.5004,-3.1195,0.1092,False,64,,generated_natural
pick up violet Allen key,"That violet hex wrench, go ahead and pick it up.",natural,,0.5192190456617382,5.6135,-2.5422,0.1219,False,64,,generated_natural
pick up violet Allen key,pick up the purple l-key,search,,0.6132978494319652,6.0494,-2.0317,0.1034,False,64,,search_boards
pick up violet Allen key,Please lift the violet Allen wrench.,natural,,0.7109415100973938,6.5017,-1.2858,0.0927,False,64,,generated_natural
pick up violet Allen key,Just scoop up that violet hex wrench.,natural,,0.7482194077000074,6.6744,-0.9511,0.0906,False,64,,generated_natural
pick up violet Allen key,grasp the purple hex key,search,,0.7614062839040642,6.7355,-0.222,0.1139,False,64,,search_boards
pick up violet Allen key,pick up the purple hex key,search,,0.7683606207942599,6.7678,-0.2734,0.109,False,64,,search_boards
pick up violet Allen key,grab the violet hex key,search,,0.805064526553549,6.9378,0.1183,0.1094,False,64,,search_boards
pick up violet Allen key,grasp the violet hex key,search,,0.8333905806908245,7.0691,0.3165,0.1055,False,64,,search_boards
pick up violet Allen key,Grab the hex key.,rephrased,natural,0.8473423667108133,7.1337,0.1174,0.092,False,64,,loop_claude
pick up violet Allen key,Grab the violet hex key.,natural,,0.8486494710071193,7.1397,0.3012,0.0987,False,576,,generated_natural
pick up violet Allen key,pick up the violet hex key,search,,0.8781341979194028,7.2763,0.4857,0.0939,False,64,,search_boards
pick up violet Allen key,Pick up the violet hex key.,rephrased,natural,0.8876820607438556,7.3206,0.5316,0.0918,False,64,,loop_qwen
pick up violet Allen key,Get hold of the violet Allen key.,natural,,0.9820675443454995,7.7579,0.9405,0.0692,False,64,,generated_natural
pick up violet Allen key,Pick up the violet-colored Allen key.,natural,,0.9894245397524714,7.792,0.9355,0.066,False,64,,generated_natural
pick up violet Allen key,grab the violet allen key,search,,0.9899805435127758,7.7945,0.9708,0.0671,False,64,,search_boards
pick up violet Allen key,Grasp the violet Allen key.,natural,,0.9982803623115312,7.833,0.9795,0.0641,False,64,,generated_natural
pick up violet Allen key,pick up violet Allen key,original,,1.0,7.841,1.0725,0.067,False,64,,search_boards
pour almonds in pot,I would be most grateful if you could cascade the edible brown seeds down into the deep cookware,adversarial,,0.0,3.6269,-7.0989,0.1184,False,64,,generated_adversarial
pour almonds in pot,"Assuming readiness, proceed to tip the entirety of the oval tree nuts into the metallic cooking vessel",adversarial,,0.010478072648198097,3.6746,-6.2426,0.1479,False,64,,generated_adversarial
pour almonds in pot,Dump the nuts into the cooking pot,natural,,0.23283010256674866,4.6863,-4.8863,0.1117,False,64,,generated_natural
pour almonds in pot,Please tip those brown nuts inside the metal pot,natural,,0.2554710942430864,4.7893,-4.8977,0.1022,False,64,,generated_natural
pour almonds in pot,Execute a pouring motion such that the aforementioned almonds find their ultimate resting place within the confines of the stockpot,adversarial,,0.850786873979569,7.4979,-0.2013,0.0473,False,64,,generated_adversarial
pour almonds in pot,transfer almonds from container to pot,search,,0.9161511953671845,7.7953,0.3709,0.0435,False,64,,search_boards
pour almonds in pot,"The almonds, which are currently awaiting use, should be emptied completely into the pot that is positioned there",adversarial,,0.944216207320685,7.923,0.4861,0.0368,False,64,,generated_adversarial
pour almonds in pot,pour almonds from container into pot,search,,0.9473336488424217,7.9371,0.6661,0.0426,False,64,,search_boards
pour almonds in pot,Transfer the almonds to the pot by pouring them out,natural,,0.954737223429594,7.9708,0.6217,0.0379,False,64,,generated_natural
pour almonds in pot,Go ahead and pour all the almonds in the pot for me,natural,,0.9551845855331629,7.9729,0.5555,0.0351,False,64,,generated_natural
pour almonds in pot,dump the almonds into the pot bowl,search,,0.9654812411676338,8.0197,0.4942,0.0285,False,64,,search_boards
pour almonds in pot,dump the almonds from the container into the pot,search,,0.9728400268741282,8.0532,0.5846,0.0291,False,64,,search_boards
pour almonds in pot,Empty the almonds into the deep pot,natural,,0.9768252346515093,8.0713,0.7596,0.0344,False,64,,generated_natural
pour almonds in pot,"Into the cooking pot, pour the almonds",natural,,0.979611867848307,8.084,0.611,0.0274,False,64,,generated_natural
pour almonds in pot,Pour the whole batch of almonds inside the pot,natural,,0.9859500251144492,8.1128,0.6705,0.0272,False,64,,generated_natural
pour almonds in pot,dump the almonds into the pot,search,,0.9887810464165145,8.1257,0.6949,0.027,False,64,,search_boards
pour almonds in pot,dump the almonds in the pot,search,,0.9915156227043478,8.1382,0.7081,0.0265,False,64,,search_boards
pour almonds in pot,pour almonds in pot,original,,0.9939545980440828,8.1493,0.8326,0.0304,False,64,,search_boards
pour almonds in pot,pour the almonds into the pot,search,,0.9985688325707597,8.1702,0.8423,0.0289,False,64,,search_boards
pour almonds in pot,Can you pour the almonds into the pot,natural,,1.0,8.1768,0.8119,0.0271,False,64,,generated_natural
put banana in colander,"In the event that your manipulators are presently unencumbered, proceed to acquire the elongated, potassium-rich yellow fruit and carefully transfer it into the concave, perforated bowl utilized for draining liquids.",adversarial,,0.0,4.7796,-4.3908,0.1229,False,64,,generated_adversarial
put banana in colander,"It is required that the curved, peelable fruit be immediately hoisted from its current location and introduced into the concave void of the colander.",adversarial,,0.1729975476043943,5.4219,-3.2892,0.1095,False,64,,generated_adversarial
put banana in colander,put the yellow banana into the silver bowl,search,,0.3655252732628765,6.1367,-1.4012,0.1205,False,64,,search_boards
put banana in colander,put the yellow banana in the silver bowl,search,,0.3779287638119862,6.1827,-1.5788,0.1094,False,64,,search_boards
put banana in colander,place the yellow banana in the silver bowl,search,,0.44117659489422695,6.4175,-1.3522,0.0976,False,64,,search_boards
put banana in colander,"Provided that the workspace is presently clear for manipulation, the banana must immediately be conveyed to, and subsequently deposited within, the perforated washing receptacle known as the colander.",adversarial,,0.4545522443355952,6.4672,-1.3243,0.0943,False,64,,generated_adversarial
put banana in colander,"Should it not be too much trouble, I would greatly appreciate it if you could secure the elongated yellow fruit that requires peeling and gently deposit it within the confines of the colander.",adversarial,,0.46428931752246744,6.5033,-1.7833,0.0731,False,64,,generated_adversarial
put banana in colander,drop the yellow banana in the silver bowl,search,,0.49848514817612555,6.6303,-0.8376,0.099,False,64,,search_boards
put banana in colander,put the banana inside the silver bowl,search,,0.5156440983974927,6.694,-1.4074,0.071,False,64,,search_boards
put banana in colander,Toss that yellow fruit into the colander.,natural,,0.6427805677147582,7.166,-0.2696,0.074,False,64,,generated_natural
put banana in colander,Place the yellow banana into the silver colander.,rephrased,natural,0.6953536708957982,7.3612,0.2897,0.0787,False,64,,loop_qwen
put banana in colander,Move that banana over to the colander.,natural,,0.7964842912379368,7.7367,0.8499,0.0675,False,64,,generated_natural
put banana in colander,Pick up the banana and leave it resting in the colander.,natural,,0.8580223710161162,7.9651,1.1579,0.0594,False,64,,generated_natural
put banana in colander,"Into the colander, please put the banana.",natural,,0.8624677836232755,7.9816,1.1081,0.056,False,64,,generated_natural
put banana in colander,Grab the banana and set it down in the colander.,natural,,0.8999259845428208,8.1207,1.2132,0.0478,False,64,,generated_natural
put banana in colander,Could you drop the banana into the colander for me?,natural,,0.9044744557989269,8.1376,1.3636,0.0523,False,64,,generated_natural
put banana in colander,put the banana in the colander bowl,search,,0.9372179494427468,8.2592,1.5078,0.0472,False,64,,search_boards
put banana in colander,place the banana in the colander,search,,0.9383555857927777,8.2634,1.6187,0.0512,False,64,,search_boards
put banana in colander,drop the banana into the colander,search,,0.9441139927220477,8.2848,1.5424,0.0463,False,64,,search_boards
put banana in colander,Place the banana inside the colander.,natural,,0.9560796722620799,8.3292,1.6636,0.0471,False,64,,generated_natural
put banana in colander,Pop the banana into the colander.,natural,,0.9586831883306295,8.3388,1.64,0.0453,False,320,,generated_natural
put banana in colander,Put the banana into the colander.,rephrased,natural,0.9798039323648212,8.4173,1.7383,0.0423,False,64,,loop_claude
put banana in colander,Put the banana in the colander.,rephrased,natural,0.986021355058125,8.4403,1.7553,0.0409,False,64,,loop_claude
put banana in colander,put banana in colander,original,,1.0,8.4922,1.9236,0.0429,False,64,,search_boards
put banana in pot cardboard fence,"Without disturbing the surrounding items, initiate the relocation of the curved botanical berry such that it comes to rest completely inside the planter guarded by the corrugated paper perimeter.",adversarial,,0.0,3.9462,-5.6462,0.1473,False,64,,generated_adversarial
put banana in pot cardboard fence,It is requested that the crescent-shaped yellow fruit be grasped and conveyed into the enclosure formed by the paperboard barrier surrounding the planting vessel.,adversarial,,0.2047563007545599,4.8561,-4.2599,0.1213,False,64,,generated_adversarial
put banana in pot cardboard fence,The potassium-rich item currently present must be relocated such that it rests entirely inside the structure functioning as the pot cardboard fence.,adversarial,,0.47967124244210224,6.0778,-2.6905,0.075,False,64,,generated_adversarial
put banana in pot cardboard fence,"Assuming it is not too much trouble, kindly acquire the elongated yellow fruit and deposit it within the confines of the pot cardboard fence.",adversarial,,0.537633767554162,6.3354,-2.2928,0.0679,False,64,,generated_adversarial
put banana in pot cardboard fence,Move the yellow fruit over to the pot enclosed by the cardboard fence.,natural,,0.5915758490308889,6.5751,-1.6548,0.0718,False,64,,generated_natural
put banana in pot cardboard fence,Transfer the piece of yellow fruit to the pot with the cardboard fence.,natural,,0.6209542090537447,6.7057,-1.4446,0.0685,False,64,,generated_natural
put banana in pot cardboard fence,move the banana inside the orange bowl,search,,0.628306842265184,6.7383,-1.413,0.0668,False,64,,search_boards
put banana in pot cardboard fence,pick up the banana and drop it in the pot,search,,0.6431968562666701,6.8045,-1.1906,0.0697,False,64,,search_boards
put banana in pot cardboard fence,pick up the banana and put it in the pot,search,,0.6707140015098686,6.9268,-0.8374,0.0728,False,64,,search_boards
put banana in pot cardboard fence,move the banana in the pot,search,,0.7225802655174867,7.1573,-0.7394,0.0563,False,64,,search_boards
put banana in pot cardboard fence,put the banana inside the orange bowl,search,,0.7328326289341498,7.2028,-0.5373,0.0602,False,64,,search_boards
put banana in pot cardboard fence,move the banana into the pot,search,,0.7624462774764384,7.3344,-0.3633,0.0554,False,64,,search_boards
put banana in pot cardboard fence,move banana to pot,search,,0.7662535490460767,7.3514,-0.3097,0.056,False,64,,search_boards
put banana in pot cardboard fence,Can you drop the banana into the cardboard fence pot?,natural,,0.9324831667301646,8.0901,1.3479,0.0558,False,64,,generated_natural
put banana in pot cardboard fence,Take the banana and set it down in the pot cardboard fence.,natural,,0.9385361701219466,8.117,1.3198,0.0524,False,64,,generated_natural
put banana in pot cardboard fence,Put the banana inside the cardboard fenced pot.,natural,,0.9395362214044997,8.1214,1.3733,0.0541,False,64,,generated_natural
put banana in pot cardboard fence,Just set the banana inside the pot surrounded by the cardboard fence.,natural,,0.949522065564371,8.1658,1.3979,0.0511,False,64,,generated_natural
put banana in pot cardboard fence,Please place that banana in the pot cardboard fence.,natural,,0.9689346795355112,8.252,1.5206,0.0483,False,64,,generated_natural
put banana in pot cardboard fence,Place the banana inside the pot cardboard fence.,natural,,0.9719132603008754,8.2653,1.5861,0.0497,False,64,,generated_natural
put banana in pot cardboard fence,put banana in pot cardboard fence,original,,1.0,8.3901,1.7196,0.0439,False,64,,search_boards
put banana in pot or pan,place the yellow banana in the silver pot,search,,0.0,5.5849,-3.8377,0.0735,False,64,,search_boards
put banana in pot or pan,put the yellow banana in the silver pot,search,,0.008885203747901312,5.6109,-3.717,0.076,False,64,,search_boards
put banana in pot or pan,place yellow banana in the silver pot,search,,0.009983268934621054,5.6141,-3.8307,0.0712,False,64,,search_boards
put banana in pot or pan,Drop the yellow fruit into either the pan or the pot.,natural,,0.03531802539256284,5.6881,-3.3896,0.082,False,64,,generated_natural
put banana in pot or pan,Put the yellow toy banana in the silver metal pot.,rephrased,search,0.0406220988019739,5.7036,-3.9205,0.0598,False,64,,loop_qwen
put banana in pot or pan,"In the event that your actuators are prepared for motion, I require you to secure the elongated yellow fruit and subsequently deposit it within the interior confines of either the deep boiling pot or the shallower frying pan.",adversarial,,0.06405274634831946,5.7721,-3.3743,0.0752,False,64,,generated_adversarial
put banana in pot or pan,place the banana in the silver pot,search,,0.12330920545566296,5.9452,-3.0058,0.0744,False,64,,search_boards
put banana in pot or pan,"With the ultimate objective being the containment of the curved yellow fruit, execute the necessary motions to deposit said item into whichever metallic cooking vessel—be it the deep pot or the shallow pan—happens to be most expedient.",adversarial,,0.129570507918562,5.9635,-3.1746,0.0661,False,64,,generated_adversarial
put banana in pot or pan,place the yellow toy banana in the silver pot,rephrased,search,0.15141511205522826,6.0273,-3.3376,0.0541,False,64,,loop_qwen
put banana in pot or pan,"Irrespective of whether you select the deep boiling pot or the shallow skillet as your target, it is absolutely imperative that the banana be transferred inside one of them.",adversarial,,0.17964317938557411,6.1098,-2.5075,0.0794,False,64,,generated_adversarial
put banana in pot or pan,"Provided you are able to safely grasp the elongated yellow fruit, I would be most grateful if you could deposit it within the confines of either a saucepan or a frying pan.",adversarial,,0.18515611478268562,6.1259,-2.8239,0.0655,False,64,,generated_adversarial
put banana in pot or pan,put the yellow banana into the silver pot,search,,0.20210716527408595,6.1755,-2.4738,0.0749,False,64,,search_boards
put banana in pot or pan,Place the banana in the silver pot.,rephrased,search,0.22247625163717136,6.235,-2.9724,0.0501,False,64,,loop_claude
put banana in pot or pan,place banana in the silver pot,search,,0.23166044816153303,6.2618,-2.691,0.0588,False,320,,search_boards
put banana in pot or pan,put the banana in the silver pot,search,,0.2420045223259202,6.292,-2.4178,0.0668,False,64,,search_boards
put banana in pot or pan,Grab the banana and leave it in one of the pans or pots.,natural,,0.5284760404523248,7.129,-0.3157,0.0754,False,64,,generated_natural
put banana in pot or pan,put the banana in the pot,rephrased,search,0.7274481238209054,7.7104,0.172,0.0432,False,64,,loop_claude
put banana in pot or pan,place banana into the pot,search,,0.7616124871728022,7.8102,0.462,0.0458,False,64,,search_boards
put banana in pot or pan,"Move the banana so it is resting in the pot, or use the pan instead.",natural,,0.7740638974081924,7.8466,0.6295,0.0491,False,64,,generated_natural
put banana in pot or pan,Could you put the banana inside a cooking pot or a frying pan?,natural,,0.7783626160482824,7.8592,0.6783,0.0499,False,64,,generated_natural
put banana in pot or pan,The banana needs to go in a pot or a pan.,natural,,0.8532201736970347,8.0779,0.9788,0.0424,False,64,,generated_natural
put banana in pot or pan,"Store the banana in the pot or the pan, whichever is easier.",natural,,0.8551964752676366,8.0837,1.0234,0.0437,False,64,,generated_natural
put banana in pot or pan,Take that banana and set it in a pot or pan.,natural,,0.8679650277071912,8.121,1.0133,0.04,False,64,,generated_natural
put banana in pot or pan,Place the banana into the pot or the pan.,natural,,0.9095012462857468,8.2423,1.1815,0.0359,False,64,,generated_natural
put banana in pot or pan,put banana in pot or pan,original,,1.0,8.5068,1.6142,0.0295,False,64,,search_boards
put beet in pot sink,"Notwithstanding any other tasks, it is required that the crimson taproot be deposited entirely within the confines of the metallic boiling vessel currently situated in the washing basin.",adversarial,,0.0,2.7021,-7.2973,0.1923,False,64,,generated_adversarial
put beet in pot sink,"Assuming you have identified the purplish-red root vegetable, I would be much obliged if you could transport it such that it comes to rest within the cookware vessel presently occupying the washbasin.",adversarial,,0.06069844401794884,3.0331,-6.4325,0.1971,False,64,,generated_adversarial
put beet in pot sink,"In the event that you are able to identify the spherical red vegetable, be so kind as to elevate it and subsequently lower it into the cavity of the cooking vessel that happens to be resting inside the sink.",adversarial,,0.16699430442352312,3.6128,-6.0309,0.1616,False,64,,generated_adversarial
put beet in pot sink,Put the dark red root vegetable in the cooking pot resting in the sink.,natural,,0.3419027320565595,4.5666,-4.8565,0.1235,False,64,,generated_natural
put beet in pot sink,Move the beetroot to the sink pot.,natural,,0.4299238463438811,5.0465,-3.7301,0.1253,False,64,,generated_natural
put beet in pot sink,put the purple vegetable in the red pot,search,,0.4330786700769531,5.0637,-3.2907,0.141,False,64,,search_boards
put beet in pot sink,"Before proceeding with any other culinary preparations, if you could successfully acquire the beet, it is imperative that it be relocated to the interior of the cooking pot currently stationed within the sink.",adversarial,,0.5947790057108681,5.9455,-2.6668,0.0876,False,64,,generated_adversarial
put beet in pot sink,Place the beetroot into the pot that is in the sink.,natural,,0.6255600903105929,6.1134,-2.1668,0.0925,False,64,,generated_natural
put beet in pot sink,place the purple beet in the red pot,rephrased,search,0.729042544250557,6.6777,-1.3505,0.0747,False,64,,loop_qwen
put beet in pot sink,place the purple beet inside the red pot,search,,0.7343692018778927,6.7067,-1.148,0.08,False,64,,search_boards
put beet in pot sink,"Into the pot in the sink, please place the beet.",natural,,0.751705222608022,6.8013,-0.7776,0.0862,False,64,,generated_natural
put beet in pot sink,drop the purple beet in the red pot,search,,0.7529047006324144,6.8078,-0.9714,0.078,False,64,,search_boards
put beet in pot sink,drop the purple beet into the red pot,search,,0.7623313211216618,6.8592,-0.9042,0.0761,False,64,,search_boards
put beet in pot sink,Put the purple beet in the red pot.,rephrased,search,0.7633840910100201,6.8649,-1.0785,0.0688,False,64,,loop_gemini
put beet in pot sink,put the purple beet in the red pot,search,,0.7646761218824671,6.872,-1.0035,0.0711,False,384,,search_boards
put beet in pot sink,Put the purple beet in the pot.,search,,0.7964278375934011,7.0451,-0.7403,0.0662,False,64,,probe
put beet in pot sink,Grab the beet and transfer it to the pot currently located in the sink.,natural,,0.8513988731089872,7.3449,-0.1868,0.0614,False,64,,generated_natural
put beet in pot sink,put the beet inside the pot,search,,0.8837402749188262,7.5213,0.0847,0.0565,False,64,,search_boards
put beet in pot sink,put the beet in the pot,rephrased,search,0.8888873010287353,7.5493,0.0194,0.0514,False,64,,loop_claude
put beet in pot sink,Just leave the beet in the pot inside the sink.,natural,,0.8932856454122977,7.5733,0.1975,0.0563,False,64,,generated_natural
put beet in pot sink,Put the beet in the red pot.,search,,0.8950545197115067,7.583,0.113,0.0521,False,64,,probe
put beet in pot sink,Put the beet in the pot.,rephrased,search,0.8965265060164149,7.591,0.0378,0.0485,False,64,,loop_claude
put beet in pot sink,Toss the beet into the pot sitting in the sink basin.,natural,,0.9066360679330638,7.6461,0.3941,0.0576,False,64,,generated_natural
put beet in pot sink,Drop the beet inside the sink's pot.,natural,,0.9073632690380656,7.6501,0.4626,0.0599,False,64,,generated_natural
put beet in pot sink,Put the beet in the pot in the sink.,search,,0.9419435759971996,7.8387,0.5394,0.0463,False,64,,probe
put beet in pot sink,put beet in pot sink,original,,1.0,8.1552,1.1692,0.0431,False,64,,search_boards
put big spoon from basket to tray,"Given the woven receptacle currently holding the oversized eating utensil, I require you to extract said implement and deposit it gently upon the flat serving platter.",adversarial,,0.0,4.7171,-3.7415,0.154,False,64,,generated_adversarial
put big spoon from basket to tray,"Assuming you have correctly identified the basket and its contents, it is strictly required that you single out the oversized, bowl-ended stirring utensil within it and effectuate its immediate transfer to the surface of the tray.",adversarial,,0.4861026060504687,5.9812,-1.4353,0.1329,False,64,,generated_adversarial
put big spoon from basket to tray,"If it would not be too much trouble to attend to the contents of the basket, please relocate the largest of the scooping tools to its new position resting upon the tray.",adversarial,,0.5883207007386093,6.247,-1.5934,0.1032,False,64,,generated_adversarial
put big spoon from basket to tray,"You are to extract the most substantial scooping utensil currently housed within the basket, ensuring it is subsequently conveyed to, and abandoned upon, the tray.",adversarial,,0.6260711848590123,6.3452,-1.2798,0.1068,False,64,,generated_adversarial
put big spoon from basket to tray,Take the biggest spoon out of the basket and put it on the tray.,natural,,0.9133796389633294,7.0923,-0.2168,0.0825,False,64,,generated_natural
put big spoon from basket to tray,place the big silver spoon from the basket into the tray slot,search,,0.9306835410115706,7.1373,-0.1574,0.0809,False,64,,search_boards
put big spoon from basket to tray,grab the large spoon from the basket and put it in the tray,search,,0.9375842444255829,7.1553,-0.0938,0.0818,False,64,,search_boards
put big spoon from basket to tray,Transfer that large spoon in the basket over to the tray.,natural,,0.9414763267368732,7.1654,-0.183,0.0774,False,64,,generated_natural
put big spoon from basket to tray,Pick up the big spoon inside the basket and drop it on the tray.,natural,,0.9517470095645809,7.1921,-0.0983,0.0784,False,64,,generated_natural
put big spoon from basket to tray,Just grab the big spoon that's sitting in the basket and slide it onto the tray.,natural,,0.9544599246201028,7.1991,-0.0347,0.0803,False,64,,generated_natural
put big spoon from basket to tray,Get the large spoon out of the basket for me and lay it on the tray.,natural,,0.9550202860118824,7.2006,-0.0299,0.0803,False,64,,generated_natural
put big spoon from basket to tray,move big spoon from basket to tray,search,,0.9773915069875245,7.2588,0.1377,0.0818,False,64,,search_boards
put big spoon from basket to tray,transfer the big spoon from basket to tray,search,,0.9790077164888089,7.263,0.1089,0.0803,False,64,,search_boards
put big spoon from basket to tray,take the big spoon out of the basket and place it in the tray,search,,0.979203226099041,7.2635,0.0992,0.0798,False,64,,search_boards
put big spoon from basket to tray,put the big spoon from basket to tray,search,,0.981814380518744,7.2703,0.1354,0.0807,False,64,,search_boards
put big spoon from basket to tray,put big spoon from basket to tray,original,,0.9914013480498566,7.2952,0.1869,0.0805,False,64,,search_boards
put big spoon from basket to tray,Can you grab the big spoon from the basket and place it on the tray?,natural,,0.9917632497717691,7.2961,0.084,0.0763,False,64,,generated_natural
put big spoon from basket to tray,place the big spoon from basket to tray,search,,0.9946206407645564,7.3036,0.1321,0.0776,False,64,,search_boards
put big spoon from basket to tray,Please set the big spoon from the basket onto the tray.,natural,,0.9947192441630318,7.3038,0.0501,0.0743,False,64,,generated_natural
put big spoon from basket to tray,Move the large spoon out of the basket and onto the tray.,natural,,0.9973195997743335,7.3106,0.0923,0.0754,False,64,,generated_natural
put big spoon from basket to tray,transfer big spoon from basket to tray,search,,0.9998899826518963,7.3173,0.1487,0.077,False,64,,search_boards
put big spoon from basket to tray,place big spoon from basket to tray,search,,1.0,7.3176,0.161,0.0775,False,64,,search_boards
put blueberries on plate sink,"It is required that the tiny, indigo fruits be conveyed to, and subsequently released upon, the circular dining ware that happens to be occupying the washbasin.",adversarial,,0.0,1.6758,-7.6191,0.2704,False,64,,generated_adversarial
put blueberries on plate sink,"Regarding the dishware currently stationed within the washbasin, it is imperative that the small, round, blue produce be deposited directly upon its surface.",adversarial,,0.16458322352238627,2.7426,-6.2579,0.2296,False,64,,generated_adversarial
put blueberries on plate sink,"If it is not too much trouble, kindly collect the small spherical blue fruits and ensure they come to rest upon the flat ceramic dish currently occupying the sink.",adversarial,,0.5451914553581888,5.2096,-3.2494,0.1298,False,64,,generated_adversarial
put blueberries on plate sink,Place those little blue fruits onto the sink plate.,natural,,0.8011057944413732,6.8684,-1.2299,0.0625,False,64,,generated_natural
put blueberries on plate sink,Move the berries to the plate by the sink.,natural,,0.8099581657725012,6.9257,-0.768,0.0756,False,64,,generated_natural
put blueberries on plate sink,The plate which is situated at the sink is the designated receptacle into which you must presently deposit the blueberries.,adversarial,,0.8113753882176883,6.9349,-0.812,0.0731,False,64,,generated_adversarial
put blueberries on plate sink,place blue grapes on the yellow plate in the sink,search,,0.8447885077667978,7.1515,-0.3925,0.0704,False,64,,search_boards
put blueberries on plate sink,place blue grapes on the plate in the sink,search,,0.849182166320355,7.18,-0.3002,0.0715,False,64,,search_boards
put blueberries on plate sink,put blue grapes on the yellow plate in the sink,search,,0.8543965036447875,7.2138,-0.3064,0.0683,False,64,,search_boards
put blueberries on plate sink,place blue grapes on yellow plate sink,search,,0.8897491800797631,7.4429,-0.1297,0.055,False,64,,search_boards
put blueberries on plate sink,"On the plate inside the sink, please set the blueberries.",natural,,0.9027906172064356,7.5275,0.2995,0.0644,False,64,,generated_natural
put blueberries on plate sink,Could you stick the blueberries on the plate in the sink for me?,natural,,0.9030596224129828,7.5292,0.4497,0.0701,False,64,,generated_natural
put blueberries on plate sink,I need the blueberries transferred to the plate over at the sink.,natural,,0.9037085349456346,7.5334,0.5346,0.0731,False,64,,generated_natural
put blueberries on plate sink,put blue grapes on plate sink,search,,0.9067274596828626,7.553,0.0834,0.0536,False,64,,search_boards
put blueberries on plate sink,Grab the blueberries and drop them on the plate that is sitting in the sink.,natural,,0.9124464174389226,7.5901,0.6273,0.0717,False,64,,generated_natural
put blueberries on plate sink,Can you put the blueberries on the plate in the sink?,natural,,0.9392925798156192,7.7641,0.904,0.0672,False,64,,generated_natural
put blueberries on plate sink,place blueberries on the plate in the sink,search,,0.9553009020420253,7.8678,0.8388,0.0555,False,64,,search_boards
put blueberries on plate sink,Set the blueberries down on the plate located at the sink.,natural,,0.9609451596343352,7.9044,0.9323,0.0559,False,64,,generated_natural
