source,task,phrase,success_pct,n_episodes,is_pool_oracle
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and place it upright into the white bowl.,66.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Grasp the red-labeled cylinder containing carbonated drink and put it in the hollow white ceramic cup-like container nearby.,66.7,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red Cola can and put it upright in the white bowl.,62.5,24,False
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,pick up the red cola can and place it upright in the white bowl,62.5,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and place it inside the white bowl.,62.5,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and put it inside the white bowl.,62.5,24,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and place it upright into the white bowl.,58.3,24,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and put it inside the white bowl,58.3,24,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright in the white bowl.,58.3,24,False
sam8x1_B_v6step_0120.parquet,widowx_coke_can_on_ramekin_clean,pick up the red soda can and place it upright inside the white bowl,58.3,24,False
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,Lift the red cola can and place it standing upright inside the white bowl.,58.3,24,False
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and place it upright inside the white bowl.,58.3,24,False
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright inside the white ceramic bowl.,58.3,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,pick up the red cola can and place it upright inside the white bowl,58.3,24,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and place it upright in the white bowl.,54.2,24,False
sam8x1_B_v6step_0160.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it standing inside the white bowl.,54.2,24,False
sam8x1_B_v6step_0160.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and put it inside the white bowl.,54.2,24,False
sam8x1_B_step_0080.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright inside the white bowl.,54.2,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and put it in the white bowl.,54.2,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,pick the plus shaped can with a red label and move it into the white bowl shaped container.,54.2,24,True
sam8x1_B_v6step_0120.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright inside the white bowl.,50.0,24,False
sam8x1_B_v6step_0160.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red cola can and put it upright in the white bowl.,50.0,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Grasp the red-labeled carbonated drink cylinder and place it upright in the nearby white ceramic cup.,50.0,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Please grasp the red-labeled cylinder containing a carbonated drink and place it upright inside the hollow white ceramic cup.,50.0,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,"There is an upside-down red canister inside a white ceramic cup, both on a table. Can you grab the red canister and put it back upright inside the white ceramic cup?",50.0,24,False
sam8x1_B_v6step_0160.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright in the white bowl.,47.9,48,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and put it inside the white bowl.,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and place it inside the white bowl,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and put it inside the white bowl.,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it inside the white bowl.,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it upright inside the white bowl.,45.8,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red soda can and place it vertically in the white bowl.,45.8,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Grasp the red-labeled carbonated drink cylinder and place it upright inside the nearby hollow white ceramic cup.,45.8,24,False
sam8x1_B_v6step_0120.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and place it upright inside the white bowl.,41.7,24,False
sam8x1_B_v6step_0180.parquet,widowx_coke_can_on_ramekin_clean,pick up the cola can and put it inside the white bowl.,41.7,24,False
sam8x1_B_v6step_0160.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and place it inside the white bowl.,41.7,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,pick up the red soda can and put it inside the white bowl,41.7,24,False
sam8x1_frozenERT.parquet,widowx_coke_can_on_ramekin_clean,pick up the red soda can and put it vertically inside the white bowl,41.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Grasp the red-labeled cylinder containing carbonated drink and transfer it so that it is sitting upright inside the hollow white ceramic cup-like container nearby.,41.7,24,False
sam8x1_B_v6step_0140.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and place it upright inside the white bowl.,33.3,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,pickup the can and put it into the cup like shape,29.2,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,Pick up can and move it into the white object like a cup.,25.0,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and move it into the white cup shaped object.,20.8,24,False
sam8x1_B_v6step_0120.parquet,widowx_coke_can_on_ramekin_clean,Pick up the red can and place it upright in the white bowl.,16.7,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,Move the can into the cup,16.7,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,PICK UP THE CAN AND PUT INTO THE WHITE BOWL,16.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_coke_can_on_ramekin_clean,Place a cylinder on its side.,0.0,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,pick up and move the can to the other side of white cup/ bowl,0.0,24,False
sftsam8x1_sft.parquet,widowx_coke_can_on_ramekin_clean,take the can with the red label and move it to the cup-like container with a hole in the center nearby,0.0,24,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow rack.,100.0,24,True
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,put the eggplant in the yellow basket,100.0,24,True
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,put the eggplant to the yellow basket,100.0,24,True
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow rack.,95.8,48,True
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,pick up the purple eggplant and place it in the yellow dish drying rack,95.8,24,True
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,Put the eggplant into the yellow container,91.7,24,False
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,picked up the eggplant and put it in the yellow basket,91.7,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant from the sink and place it in the yellow bin.,87.5,24,True
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,put the eggplant into yellow basket,87.5,24,False
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,take the eggplant with the yellow cloth to the yellow basket,87.5,24,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow bin.,83.3,24,True
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow bin.,83.3,48,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and put it in the yellow bin.,83.3,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant from the blue sink and place it in the yellow bin.,83.3,24,False
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,Pick the purple eggplant from the blue sink and put it in the yellow dish drainer.,83.3,24,False
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow bin.,81.9,72,True
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant from the sink and put it in the yellow bin.,79.2,24,True
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow bin.,79.2,24,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow bin.,79.2,24,False
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,take the eggplant and put it in the yellow basket,79.2,24,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and put it in the yellow bin.,77.1,48,False
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow bin.,75.0,72,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant into the yellow bin.,75.0,24,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,place the purple eggplant in the yellow bin,75.0,24,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Move the purple eggplant into the yellow bin.,75.0,24,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and put it in the yellow bin.,75.0,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow bin.,75.0,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,take the purple eggplant and place it in the yellow bin,75.0,24,False
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and put it in the yellow bin.,75.0,24,False
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,pick up the purple eggplant and place it in the yellow bin,75.0,24,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow bin.,70.8,48,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,put the purple eggplant in the yellow bin,70.8,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,pick up the purple eggplant and place it in the yellow bin,70.8,24,False
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Pick up the purple eggplant and place it in the yellow bin.,66.7,24,False
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant in the yellow bin.,66.7,24,False
sam8x1_B_v6step_0120.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant in the yellow bin.,66.7,24,False
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,place the purple eggplant in the yellow bin,66.7,24,False
sam8x1_B_v6step_0160.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant in the yellow bin.,66.7,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,pick up the purple eggplant and put it in the yellow bin,66.7,24,False
sftsam8x1_sft.parquet,widowx_put_eggplant_in_basket,take the egg plant and put it in the yellow basket,66.7,24,False
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,Move the purple eggplant into the yellow bin.,62.5,24,False
sam8x1_frozenERT.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant in the yellow bin.,62.5,24,False
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,Place the eggplant inside the yellow bin.,58.3,24,False
sam8x1_B_step_0080.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant in the yellow bin.,58.3,24,False
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Arrange the eggplant in the yellow bin.,58.3,24,True
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Arrange the eggplant neatly in the yellow bin.,58.3,24,True
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Put eggs inside yellow bin.,58.3,24,True
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Put the eggplant in the yellow bin nicely.,58.3,24,True
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,put the eggplant in the yellow bin.,58.3,24,True
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Put the purple eggplant into the yellow bin.,54.2,24,False
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,Place the purple eggplant in the yellow bin,54.2,24,False
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Put eggplant neatly in yellow bin.,54.2,24,False
sam8x1_B_v6step_0140.parquet,widowx_put_eggplant_in_basket,Place the eggplant in the yellow bin.,50.0,24,False
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Sort the eggplants in the yellow container.,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_put_eggplant_in_basket,Put the eggplant in the yellow bin.,41.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_put_eggplant_in_basket,Arrange the eggplant in yellow bin with neatness.,8.3,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,Place the spoon on top of the towel,75.0,24,True
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Place the spoon on the towel.,58.3,24,True
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,pick up the green toy spoon and place it on the blue towel,58.3,24,True
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Place the green spoon on the blue towel.,54.2,24,True
sftsam8x1_sft.parquet,widowx_spoon_on_towel,Move the spoon and place it on the towel.,54.2,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,move spoon to towel,54.2,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,Put the spoon on top of the towel,52.1,48,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Place the toy spoon on the center of the blue towel.,50.0,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,put the spoon onto the towel,50.0,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Place the green-handled spoon in the center of the blue towel.,47.9,48,True
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Place the green-handled spoon in the center of the blue towel.,45.8,24,True
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,pick up the green-handled spoon and place it in the center of the blue towel,45.8,24,True
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Place the green spoon on the blue towel.,45.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Put the green spoon on the blue towel.,45.8,24,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Place the green-handled toy spoon on top of the blue cloth.,45.8,24,False
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it on the blue towel.,41.7,24,False
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Place the green spoon on the blue towel.,41.7,48,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Pick up the green toy spoon and place it on the blue cloth.,41.7,24,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Take the toy spoon and place it on the center of the blue cloth,41.7,24,False
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,Place the green-handled spoon in the center of the blue towel.,39.6,48,False
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Place the green-handled spoon in the center of the blue towel.,39.6,48,False
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Place the spoon in the center of the towel.,37.5,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Place the green toy spoon in the center of the blue towel.,37.5,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Pick up the green-handled spoon and place it in the center of the blue towel.,37.5,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Place the green-handled spoon on the center of the blue towel.,37.5,24,False
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,Place the toy spoon in the center of the blue towel.,33.3,24,False
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,Put the green spoon in the center of the blue towel.,29.2,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the center of the towel.,29.2,24,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Place the green toy spoon on the center of the blue cloth.,29.2,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,Set the spoon in the middle of the towel.,29.2,24,True
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Place the green-handled spoon in the middle of the towel.,25.0,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the center of the blue towel.,25.0,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Pick up the green-handled spoon and place it on the center of the blue towel.,25.0,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,"(spoon, towel)",25.0,24,False
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Place the green spoon in the center of the blue towel.,22.9,48,False
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the center of the blue towel.,20.8,24,False
sam8x1_B_v6step_0140.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the middle of the blue towel.,20.8,24,False
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the middle of the blue towel.,20.8,24,False
sam8x1_B_v6step_0120.parquet,widowx_spoon_on_towel,Place the green spoon in the center of the blue towel.,20.8,48,False
sam8x1_B_v6step_0180.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the middle of the blue towel.,20.8,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Place the green spoon in the center of the blue towel.,20.8,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Place the spoon in the middle of the towel.,20.8,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,put the green toy spoon in the middle of the blue towel,20.8,24,False
sam8x1_B_step_0080.parquet,widowx_spoon_on_towel,Place the green spoon in the center of the blue towel.,20.8,48,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Place the green spoon in the center of the blue towel.,20.8,24,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,place the green spoon on the middle of the blue towel,20.8,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,Place the spoon in the center of the towel,20.8,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,Set the spoon exactly in the middle of the towel.,20.8,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,move the spoon to the middle of the towel,20.8,24,False
sam8x1_frozenERT.parquet,widowx_spoon_on_towel,Pick up the green spoon and put it on the center of the blue towel.,16.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,The spoon should be in the middle of the towel.,16.7,24,False
sftsam8x1_sft.parquet,widowx_spoon_on_towel,put the spoon in the middle of the towel,16.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,Put the spoon in the center of the towel.,12.5,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,Set the spoon exactly in the middle of the towel. (Instruction 2) Recovery: Place the spoon in the center of the towel.,12.5,24,False
sftsam8x1_frozen_bare.parquet,widowx_spoon_on_towel,`Set the spoon exactly in the middle of the towel.`,12.5,24,False
sam8x1_B_v6step_0160.parquet,widowx_spoon_on_towel,Pick up the green spoon and place it in the middle of the towel.,4.2,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Pick up the green cube and place it on top of the yellow cube.,37.5,24,True
sam8x1_B_v6step_0180.parquet,widowx_stack_cube,Stack the green cube on the yellow cube.,37.5,24,True
sam8x1_B_v6step_0160.parquet,widowx_stack_cube,Stack the green cube on the yellow cube.,37.5,24,True
sftsam8x1_sft.parquet,widowx_stack_cube,put the green cube on top of the yellow cube,37.5,24,True
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Place the green cube on top of the yellow cube.,33.3,24,True
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Place the green cube on top of the yellow block.,33.3,24,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Stack the green block on the yellow block.,29.2,48,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Stack the green block onto the yellow block.,29.2,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Place the green cube on top of the yellow cube.,29.2,24,False
sam8x1_B_v6step_0180.parquet,widowx_stack_cube,Stack the green block on the yellow block.,29.2,48,False
sam8x1_B_v6step_0180.parquet,widowx_stack_cube,Stack the green block onto the yellow block.,29.2,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,Pick up the green cube and place it on top of the yellow cube,29.2,24,True
sam8x1_frozenERT.parquet,widowx_stack_cube,Stack the green block on the yellow block.,29.2,24,True
sftsam8x1_sft.parquet,widowx_stack_cube,put the green block on top of yellow block.,29.2,24,False
sftsam8x1_sft.parquet,widowx_stack_cube,put the green block on top of the yellow block,27.1,48,False
sam8x1_B_v6step_0160.parquet,widowx_stack_cube,Stack the green block on top of the yellow block.,26.4,72,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,25.0,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Pick up the green block and put it on top of the yellow block.,25.0,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,25.0,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,Stack the green block on top of the yellow block.,25.0,48,False
sam8x1_B_v6step_0160.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,25.0,72,False
sam8x1_B_step_0080.parquet,widowx_stack_cube,Stack the green block on top of the yellow block.,25.0,24,True
sam8x1_frozenERT.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,25.0,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,Stack the green block on top of the yellow block.,25.0,24,False
sftsam8x1_sft.parquet,widowx_stack_cube,Put the green block on top of the yellow block.,25.0,24,False
sftsam8x1_sft.parquet,widowx_stack_cube,Put the green block on top of yellow block,25.0,24,False
sam8x1_B_step_0080.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,24.0,96,False
sam8x1_B_v6step_0180.parquet,widowx_stack_cube,Place the green block on top of the yellow block.,23.6,72,False
sam8x1_B_step_0080.parquet,widowx_stack_cube,Stack the green block on top of the yellow block,20.8,24,False
sam8x1_B_step_0080.parquet,widowx_stack_cube,stack the green block on the yellow block,20.8,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,stack the green block on the yellow block,20.8,24,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Place the green thing on top of the orange thing.,20.8,24,True
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Put the green thing on the yellow thing.,20.8,24,True
sftsam8x1_sft.parquet,widowx_stack_cube,put the green cube on top of the orange cube,20.8,24,False
sam8x1_B_v6step_0180.parquet,widowx_stack_cube,Pick up the green block and place it on top of the yellow block.,16.7,24,False
sam8x1_B_step_0080.parquet,widowx_stack_cube,Place the green block on top of the yellow block,16.7,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,Pick up the green block and stack it on the yellow block.,16.7,24,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Arrange the green element on the yellow one.,16.7,24,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Pick up the green block and stack it on top of the yellow block.,12.5,24,False
sam8x1_B_v6step_0160.parquet,widowx_stack_cube,Stack the green block on the yellow block,12.5,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,Pick up the green block and stack it on the yellow cube.,12.5,24,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Place the green block onto the yellow block.,8.3,24,False
sam8x1_B_v6step_0120.parquet,widowx_stack_cube,pick up the green block and stack it on the yellow block,8.3,24,False
sam8x1_frozenERT.parquet,widowx_stack_cube,Place the teal block on top of the yellow block.,8.3,24,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Arrange the lush green element on top of the yellowish-orange element.,8.3,24,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Place the leaf on the sun.,8.3,24,False
sam8x1_B_v6step_0140.parquet,widowx_stack_cube,Place the green block on the yellow block.,4.2,24,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Place the lush green element on top of the yellowish-orange element.,4.2,48,False
sftsam8x1_frozen_bare.parquet,widowx_stack_cube,Put the leaf on top of the pumpkin.,4.2,24,False
sftsam8x1_sft.parquet,widowx_stack_cube,move the green cube on top of the yellow and orange cube,4.2,24,False
