task,phrase,kind,base_kind,proxy,proxy_imputed,n_ctx,gt_success,source
open cabinet,grasp the cabinet handle and pull open,search,,0.9919103724734165,True,80,,search_boards
open cabinet,open cabinet,original,,0.9921739613914973,True,80,,search_boards
open cabinet,use the handle to open the cabinet door,search,,0.9921941506722743,True,80,,search_boards
open cabinet,pull open the kitchen cabinet,search,,0.9922195330844887,True,80,,search_boards
open cabinet,open the cabinet under the counter,search,,0.9923366188240778,True,80,,search_boards
open cabinet,pull open the cabinet door,search,,0.9923880941204445,True,80,,search_boards
open cabinet,pull open the kitchen cabinet door,search,,0.9925404702375021,True,80,,search_boards
open drawer of box,slide the drawer open,search,,0.9937852821400579,True,80,,search_boards
open drawer of box,slide the black handle drawer open,search,,0.9946220408638121,True,80,,search_boards
open drawer of box,slide the drawer out,search,,0.9946250673840424,True,80,,search_boards
open drawer of box,open drawer of box,original,,0.9946528320070509,True,80,,search_boards
open drawer of box,pull open the box drawer,search,,0.9946678615976142,True,80,,search_boards
open drawer of box,open the drawer of the box on the counter,search,,0.9946894304195253,True,80,,search_boards
open drawer of box,open the drawer,search,,0.9946942116934976,True,80,,search_boards
open fridge,open fridge,original,,0.989001111617814,True,80,,search_boards
open fridge,pull open the gray toy refrigerator door,search,,0.9891551787495033,True,80,,search_boards
open fridge,gently pull open the grey toy refrigerator door,search,,0.9894167140898328,True,80,,search_boards
open fridge,pull open the grey toy fridge door,search,,0.9894899493342386,True,80,,search_boards
open fridge,pull open the grey toy refrigerator door,search,,0.989583705971621,True,80,,search_boards
open fridge,pull the fridge door open,search,,0.9921590055905658,True,80,,search_boards
open fridge,pull open the refrigerator door,search,,0.9925068726504133,True,80,,search_boards
open fridge,pull the refrigerator door open,search,,0.9926229826793336,True,80,,search_boards
open fridge,pull open the grey fridge door,search,,0.9944247767072932,True,80,,search_boards
open fridge,pull open the grey refrigerator door,search,,0.9946135575870098,True,80,,search_boards
open large4fbox flaps,open large4fbox flaps,original,,0.9870183168007011,True,80,,search_boards
open large4fbox flaps,lift open the cardboard box flaps,search,,0.993449400240388,True,80,,search_boards
open large4fbox flaps,lift the cardboard flaps open,search,,0.993705075850001,True,80,,search_boards
open large4fbox flaps,lift the cardboard box flaps open,search,,0.993705075850001,True,80,,search_boards
open large4fbox flaps,pull the cardboard flaps open,search,,0.9938506525998098,True,80,,search_boards
open large4fbox flaps,open the cardboard box flaps,search,,0.9945507344076049,True,80,,search_boards
open large4fbox flaps,pull the cardboard box flaps open,search,,0.9945886370674462,True,80,,search_boards
open large4fbox flaps,pull open the cardboard box flaps,search,,0.994591682283903,True,80,,search_boards
open low fridge,open the lower refrigerator door,search,,0.978705458117185,True,80,,search_boards
open low fridge,open the small white fridge door,search,,0.9787125341614361,True,80,,search_boards
open low fridge,open the low white fridge,search,,0.9787148923316622,True,80,,search_boards
open low fridge,open low fridge,original,,0.991091643853524,True,80,,search_boards
open low fridge,open the white lower refrigerator door,search,,0.9911771810007185,True,80,,search_boards
open low fridge,open the white lower fridge door,search,,0.9911989315289321,True,80,,search_boards
open low fridge,open the lower fridge,search,,0.9912462029284373,True,80,,search_boards
open low fridge,open the lower fridge door,search,,0.9914721142636299,True,80,,search_boards
open oven,pull the oven handle to open it,search,,0.9943591293539427,True,80,,search_boards
open oven,grab the oven handle and open it,search,,0.9943597642237513,True,80,,search_boards
open oven,pull open the oven door,search,,0.99439457286656,True,80,,search_boards
open oven,open oven,original,,0.9945513478307761,True,80,,search_boards
open oven,pull open the handle of the white oven,search,,0.9945947257959933,True,80,,search_boards
open oven,pull open the white oven door gently,search,,0.9946001998257633,True,80,,search_boards
open oven,pull open the white oven,search,,0.9946001998257633,True,80,,search_boards
open oven,grab and pull open the white oven door,search,,0.9946105246209539,True,80,,search_boards
open small4fbox flaps,open the small cardboard box flaps,search,,0.9941344840499861,True,80,,search_boards
open small4fbox flaps,open the small card board box flaps,search,,0.9942417438102332,True,80,,search_boards
open small4fbox flaps,open the cardboard box flaps,search,,0.9945107142293209,True,80,,search_boards
open small4fbox flaps,open small box flaps,search,,0.9945205923871352,True,80,,search_boards
open small4fbox flaps,pull open the box flaps,search,,0.994541524813898,True,80,,search_boards
open small4fbox flaps,open small4fbox flaps,original,,0.9946044535923253,True,80,,search_boards
open small4fbox flaps,open small brown cardboard box flaps,search,,0.994634740869607,True,80,,search_boards
open small4fbox flaps,open the small brown cardboard box flaps,search,,0.9946353448871903,True,80,,search_boards
open the drawer,grab the handle and open the drawer,search,,0.9838224255525244,True,80,,search_boards
open the drawer,pull the black handle to open the red drawer,search,,0.9843628224232228,True,80,,search_boards
open the drawer,open the drawer on the red box,search,,0.9854623848143947,True,80,,search_boards
open the drawer,pull open the drawer using the handle,search,,0.9866357677435262,True,80,,search_boards
open the drawer,open the drawer,original,,0.991147435310452,True,80,,search_boards
open the drawer,use the handle to pull open the drawer,search,,0.9946846448599653,True,80,,search_boards
open the drawer,pull the drawer handle,search,,0.9946930167765708,True,80,,search_boards
opened the drawer,slide the red drawer out,search,,0.9639821103192302,True,80,,search_boards
opened the drawer,slide out the red drawer with the black handle,search,,0.9810780703804973,True,80,,search_boards
opened the drawer,open the red drawer by pulling its handle,search,,0.9840691715566463,True,80,,search_boards
opened the drawer,slide the red drawer open,search,,0.9845774103045677,True,80,,search_boards
opened the drawer,opened the drawer,original,,0.9878413386952196,True,80,,search_boards
opened the drawer,slide open the red drawer,search,,0.994661854810151,True,80,,search_boards
opened the drawer,pull open the red drawer,search,,0.9946732619579637,True,80,,search_boards
opened the drawer,pull the handle of the red drawer,search,,0.9946738616620888,True,80,,search_boards
pick up any cup,[dry-run:gemini] 4414cafba3e7,rephrased,search,0.6280473671343904,False,80,,loop_gemini
pick up any cup,pick up any mug in the rack,search,,0.9878440574783108,True,80,,search_boards
pick up any cup,pick up any cup from the rack,search,,0.9897779094566294,True,80,,search_boards
pick up any cup,pick up any cup inside the rack,search,,0.9898861363460401,True,80,,search_boards
pick up any cup,pick up any cup,original,,0.9900055564198639,True,80,,search_boards
pick up any cup,pick up any cup in the rack,search,,0.9905099537117621,True,80,,search_boards
pick up any cup,grab any mug,search,,0.9946105246209539,True,80,,search_boards
pick up any cup,pick up one of the cups,search,,0.9946353448871903,True,80,,search_boards
pick up any cup,grab any cup from the rack,search,,0.9946528320070509,True,80,,search_boards
pick up bit holder,lift the red plastic screwdriver bit holder,search,,0.9823888186278068,True,80,,search_boards
pick up bit holder,grab the red plastic screwdriver bit holder,search,,0.9838224255525244,True,80,,search_boards
pick up bit holder,pick up red screwdriver bit holder,search,,0.9848398826015213,True,80,,search_boards
pick up bit holder,pick up red plastic bit holder,search,,0.9862635883778871,True,80,,search_boards
pick up bit holder,pick up bit holder,original,,0.9869324666573006,True,80,,search_boards
pick up bit holder,grasp the red bit holder,search,,0.9945513478307761,True,80,,search_boards
pick up bit holder,grab the red plastic bit holder,search,,0.9945605409416366,True,80,,search_boards
pick up bit holder,pick up the red plastic screwdriver bit holder,search,,0.9945776601614528,True,80,,search_boards
pick up bit holder,pick up the red screwdriver bit holder,search,,0.9945819315872189,True,80,,search_boards
pick up blue pen and put into drawer,[dry-run:gemini] f9cebdb920e5,rephrased,search,0.17245345359381334,False,80,,loop_gemini
pick up blue pen and put into drawer,grab the blue marker and place it in the upper left compartment,search,,0.9741553157475166,True,80,,search_boards
pick up blue pen and put into drawer,move the blue pen to the top left plastic drawer,search,,0.9798692135169063,True,80,,search_boards
pick up blue pen and put into drawer,put the blue pen in the upper left organizer,search,,0.9844479681671393,True,80,,search_boards
pick up blue pen and put into drawer,pick up the blue dry erase marker and put it in the upper left drawer,search,,0.9857561788968957,True,80,,search_boards
pick up blue pen and put into drawer,pick up blue pen and put into drawer,original,,0.9886318823352891,True,80,,search_boards
pick up blue pen and put into drawer,put the blue dry erase marker in the upper left compartment,search,,0.9945678843222524,True,80,,search_boards
pick up blue pen and put into drawer,pick up the blue pen and place it in the upper left drawer,search,,0.994570329924113,True,80,,search_boards
pick up blue pen and put into drawer,place the blue pen in the top left plastic drawer,search,,0.994570329924113,True,80,,search_boards
pick up blue pen and put into drawer,grab the blue dry erase marker and place it in the side compartment,search,,0.9945868091190836,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the cardboard box,search,,0.9883146342109707,True,80,,search_boards
pick up bowl and put in small4fbox,place the light blue bowl in the cardboard box,search,,0.9893453606558953,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the box,search,,0.9893572858569001,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl inside the box,search,,0.989668536535343,True,80,,search_boards
pick up bowl and put in small4fbox,pick up bowl and put in small4fbox,original,,0.9930830618911383,True,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl into the cardboard box,search,,0.9946654596898046,True,80,,search_boards
pick up bowl and put in small4fbox,move the blue bowl into the cardboard box,search,,0.9946654596898046,True,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl in the box,search,,0.9946666607781989,True,80,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and set it in the red drawer,search,,0.9902708078124345,True,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and set it inside the red drawer,search,,0.9905056967162538,True,80,,search_boards
pick up box cutter and put into drawer,grab the silver box cutter and place it in the red drawer,search,,0.990804323725676,True,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the red drawer,search,,0.9908228688357091,True,80,,search_boards
pick up box cutter and put into drawer,pick up box cutter and put into drawer,original,,0.9925119218460428,True,80,,search_boards
pick up box cutter and put into drawer,grab the box cutter and set it in the drawer,search,,0.9945684958254033,True,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and place it in the red drawer,search,,0.9945746070927443,True,80,,search_boards
pick up box cutter and put into drawer,grab the box cutter and place it inside the red drawer,search,,0.9945758285253337,True,80,,search_boards
pick up box cutter and put into drawer,pick up the silver box cutter and put it in the drawer,search,,0.9945770496844383,True,80,,search_boards
pick up glass cup,pick up glass,search,,0.9848381925046531,True,80,,search_boards
pick up glass cup,pick up glass cup from dishwasher,search,,0.9848753318164095,True,80,,search_boards
pick up glass cup,pick up the small glass cup,search,,0.9857355027597099,True,80,,search_boards
pick up glass cup,pick up glass cup,original,,0.987262581300104,True,80,,search_boards
pick up glass cup,lift the glass cup from the rack,search,,0.9945947257959933,True,80,,search_boards
pick up glass cup,take the clear glass out of the dishwasher,search,,0.9946008077108477,True,80,,search_boards
pick up glue and put into drawer,[dry-run:gemini] 9b2e4a29f257,rephrased,search,0.33951468225792886,False,80,,loop_gemini
pick up glue and put into drawer,move the red glue tube into the top left compartment,search,,0.9553280268949187,True,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the top left organizer,search,,0.9821780457495518,True,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the upper tray,search,,0.9851692389438248,True,80,,search_boards
pick up glue and put into drawer,pick up the small red glue tube and drop it in the upper tray,search,,0.9857831723607235,True,80,,search_boards
pick up glue and put into drawer,pick up glue and put into drawer,original,,0.9877936626548063,True,80,,search_boards
pick up glue and put into drawer,pick up the red tube of glue and place it in the top left organizer,search,,0.9945971593791556,True,80,,search_boards
pick up glue and put into drawer,put the red tube of glue in the small open drawer on the left,search,,0.994608097025216,True,80,,search_boards
pick up glue and put into drawer,put the red glue tube into the left side top drawer,search,,0.9946093109589971,True,80,,search_boards
pick up green mug,pick up green mug,original,,0.9882648544064137,True,80,,search_boards
pick up green mug,pick up the green cup,search,,0.9893668165102408,True,80,,search_boards
pick up green mug,pick up green cup,search,,0.9895404468361308,True,80,,search_boards
pick up green mug,pick up the green coffee cup,search,,0.9895673585088468,True,80,,search_boards
pick up green mug,pick up green coffee cup,search,,0.9901864747118976,True,80,,search_boards
pick up green mug,lift the green cup,search,,0.9945267572565103,True,80,,search_boards
pick up green mug,grasp the green cup,search,,0.9945470524259824,True,80,,search_boards
pick up pan from stove,lift the silver pot off the front left burner,search,,0.15551779461804735,True,80,,search_boards
pick up pan from stove,[dry-run:gemini] 195de983d7e3,rephrased,search,0.2221682836149114,False,80,,loop_gemini
pick up pan from stove,lift the silver pot that is on the left burner,search,,0.8681899307758981,True,80,,search_boards
pick up pan from stove,pick up the small silver pot from the stove,search,,0.917538155052561,True,80,,search_boards
pick up pan from stove,grab the small pot from the burner,search,,0.9176579772912208,True,80,,search_boards
pick up pan from stove,take the silver pot off the front burner,search,,0.9255674725524594,True,80,,search_boards
pick up pan from stove,grab the silver pot on the left burner,search,,0.9428705731646925,True,80,,search_boards
pick up pan from stove,grab the small silver pot on the left burner,search,,0.9513316222034415,True,80,,search_boards
pick up pan from stove,lift the silver pot on the left burner,search,,0.9535062041259019,True,80,,search_boards
pick up pan from stove,pick up the silver pot on the left burner,search,,0.9576820691478239,True,80,,search_boards
pick up pan from stove,pick up pan from stove,original,,0.9773485229208381,True,80,,search_boards
pick up pot,grab the small metal pot from the burner,search,,0.19824139350332098,True,80,,search_boards
pick up pot,grab the small silver pot from the burner,search,,0.23383476116482707,True,80,,search_boards
pick up pot,grab the metal pot from the burner,search,,0.5118943853072673,True,80,,search_boards
pick up pot,pick up the silver pot with handles,search,,0.8999193906029302,True,80,,search_boards
pick up pot,grab the silver cooking pot,search,,0.9310564391984607,True,80,,search_boards
pick up pot,lift the cooking pot,search,,0.9317938824495267,True,80,,search_boards
pick up pot,grab the silver cooking pot from the stove,search,,0.9358906528482233,True,80,,search_boards
pick up pot,grab the metal pot from the stove,search,,0.9560993428301244,True,80,,search_boards
pick up pot,grab the small metal pot from the stove,search,,0.9576315791278815,True,80,,search_boards
pick up pot,pick up pot,original,,0.9647060160091998,True,80,,search_boards
pick up pot from sink,remove the silver pot from the sink,search,,0.916374559977386,True,80,,search_boards
pick up pot from sink,remove the pot from the sink,search,,0.920718199599486,True,80,,search_boards
pick up pot from sink,lift the silver cup out of the sink,search,,0.9348781401079242,True,80,,search_boards
pick up pot from sink,lift the metal pot out of the sink,search,,0.9522663401325604,True,80,,search_boards
pick up pot from sink,pick up pot from sink,original,,0.9752328554206331,True,80,,search_boards
pick up pot from sink,grab the metal pot out of the sink,search,,0.9758192659877709,True,80,,search_boards
pick up pot from sink,grab the silver cup from the sink,search,,0.9765429871429262,True,80,,search_boards
pick up pot from sink,grab the metal pot from the sink,search,,0.9782886832983259,True,80,,search_boards
pick up pot from sink,grab the silver cup out of the sink,search,,0.978984384063105,True,80,,search_boards
pick up scissors and put into drawer,[dry-run:gemini] 57082971d079,rephrased,search,0.2642993855952033,False,80,,loop_gemini
pick up scissors and put into drawer,place the scissors into the top red drawer,search,,0.9868401776464566,True,80,,search_boards
pick up scissors and put into drawer,pick up scissors and put into drawer,original,,0.9868842047253722,True,80,,search_boards
pick up scissors and put into drawer,place the scissors in the top red drawer,search,,0.9871711599839987,True,80,,search_boards
pick up scissors and put into drawer,place the scissors in the top drawer,search,,0.9874771374158202,True,80,,search_boards
pick up scissors and put into drawer,pick up scissors and place in drawer,search,,0.9944647968914756,True,80,,search_boards
pick up scissors and put into drawer,pick up the scissors and place them in the drawer,search,,0.9944672886463184,True,80,,search_boards
pick up sponge and wipe plate,use the sponge to clean the grey plate,search,,0.9922169111197253,True,80,,search_boards
pick up sponge and wipe plate,use the sponge to wipe the grey plate,search,,0.9925972433444192,True,80,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the plate,search,,0.9928200786577506,True,80,,search_boards
pick up sponge and wipe plate,pick up sponge and wipe plate,original,,0.9930299884535408,True,80,,search_boards
pick up sponge and wipe plate,use the yellow sponge to clean the grey plate,search,,0.9930354705140383,True,80,,search_boards
pick up sponge and wipe plate,pick up the yellow sponge and wipe the grey plate,search,,0.9945788809104436,True,80,,search_boards
pick up sponge and wipe plate,grab the sponge and wipe the grey plate,search,,0.9945807115214483,True,80,,search_boards
pick up sponge and wipe plate,grab the yellow sponge and wipe the grey plate,search,,0.9945831513798071,True,80,,search_boards
pick up violet Allen key,grab the violet hex key,search,,0.982367263776561,True,80,,search_boards
pick up violet Allen key,grasp the purple hex key,search,,0.9830216754652763,True,80,,search_boards
pick up violet Allen key,grasp the violet hex key,search,,0.9833917152977051,True,80,,search_boards
pick up violet Allen key,pick up the violet hex key,search,,0.9850829931474772,True,80,,search_boards
pick up violet Allen key,pick up violet Allen key,original,,0.9892855360915356,True,80,,search_boards
pick up violet Allen key,grab the violet allen key,search,,0.9945989838513802,True,80,,search_boards
pick up violet Allen key,pick up the purple l-key,search,,0.994603238570645,True,80,,search_boards
pick up violet Allen key,pick up the purple hex key,search,,0.9946214353564016,True,80,,search_boards
pour almonds in pot,dump the almonds into the pot,search,,0.9937782873238155,True,80,,search_boards
pour almonds in pot,pour almonds in pot,original,,0.9938388811102162,True,80,,search_boards
pour almonds in pot,dump the almonds from the container into the pot,search,,0.9938554931846467,True,80,,search_boards
pour almonds in pot,dump the almonds into the pot bowl,search,,0.9938644727977367,True,80,,search_boards
pour almonds in pot,dump the almonds in the pot,search,,0.9939671450358537,True,80,,search_boards
pour almonds in pot,pour almonds from container into pot,search,,0.9945648257793013,True,80,,search_boards
pour almonds in pot,transfer almonds from container to pot,search,,0.994570329924113,True,80,,search_boards
pour almonds in pot,pour the almonds into the pot,search,,0.9945733853866092,True,80,,search_boards
put banana in colander,put the yellow banana into the silver bowl,search,,0.9832971670519539,True,80,,search_boards
put banana in colander,drop the yellow banana in the silver bowl,search,,0.9860254154224589,True,80,,search_boards
put banana in colander,place the yellow banana in the silver bowl,search,,0.987295278509198,True,80,,search_boards
put banana in colander,put the banana inside the silver bowl,search,,0.988515530917794,True,80,,search_boards
put banana in colander,put banana in colander,original,,0.9909749649978077,True,80,,search_boards
put banana in colander,place the banana in the colander,search,,0.9945880278195478,True,80,,search_boards
put banana in colander,put the banana in the colander bowl,search,,0.9945935085956208,True,80,,search_boards
put banana in colander,drop the banana into the colander,search,,0.9945965510855441,True,80,,search_boards
put banana in colander,put the yellow banana in the silver bowl,search,,0.9946087040260884,True,80,,search_boards
put banana in pot cardboard fence,move the banana inside the orange bowl,search,,0.9869383046677644,True,80,,search_boards
put banana in pot cardboard fence,pick up the banana and drop it in the pot,search,,0.9872383604234418,True,80,,search_boards
put banana in pot cardboard fence,move the banana into the pot,search,,0.9889863261562647,True,80,,search_boards
put banana in pot cardboard fence,move the banana in the pot,search,,0.989133300538637,True,80,,search_boards
put banana in pot cardboard fence,put banana in pot cardboard fence,original,,0.9907495028025617,True,80,,search_boards
put banana in pot cardboard fence,put the banana inside the orange bowl,search,,0.9946056683419404,True,80,,search_boards
put banana in pot cardboard fence,move banana to pot,search,,0.9946099178239498,True,80,,search_boards
put banana in pot cardboard fence,pick up the banana and put it in the pot,search,,0.9946165888554802,True,80,,search_boards
put banana in pot or pan,put the yellow banana in the silver pot,search,,0.9860285345188589,True,80,,search_boards
put banana in pot or pan,place the banana in the silver pot,search,,0.9864721023662052,True,80,,search_boards
put banana in pot or pan,place the yellow banana in the silver pot,search,,0.9867871526377332,True,80,,search_boards
put banana in pot or pan,place yellow banana in the silver pot,search,,0.9869820077867454,True,80,,search_boards
put banana in pot or pan,put banana in pot or pan,original,,0.9922221541728893,True,80,,search_boards
put banana in pot or pan,place banana into the pot,search,,0.9946546377803583,True,80,,search_boards
put banana in pot or pan,put the yellow banana into the silver pot,search,,0.994663657552747,True,80,,search_boards
put banana in pot or pan,put the banana in the silver pot,search,,0.9946756603715615,True,80,,search_boards
put banana in pot or pan,place banana in the silver pot,search,,0.9946840463635007,True,80,,search_boards
put banana on plate,put the yellow banana inside the green plate,search,,0.9908987213323813,True,80,,search_boards
put banana on plate,put the yellow banana on the green plate,search,,0.9913146896211993,True,80,,search_boards
put banana on plate,put the yellow banana onto the green plate,search,,0.9913331870443645,True,80,,search_boards
put banana on plate,place the yellow banana onto the green plate,search,,0.9913652213814087,True,80,,search_boards
put banana on plate,put banana on plate,original,,0.9914452746579687,True,80,,search_boards
put banana on plate,put the banana on the plate,search,,0.9945568655498679,True,80,,search_boards
put banana on plate,move the yellow banana onto the plate,search,,0.9945617655236592,True,80,,search_boards
put banana on plate,put the yellow banana on the plate,search,,0.9945684958254033,True,80,,search_boards
put big spoon from basket to tray,place the big silver spoon from the basket into the tray slot,search,,0.8287381762785746,True,80,,search_boards
put big spoon from basket to tray,grab the large spoon from the basket and put it in the tray,search,,0.8477218368242739,True,80,,search_boards
put big spoon from basket to tray,take the big spoon out of the basket and place it in the tray,search,,0.8783568517624217,True,80,,search_boards
put big spoon from basket to tray,move big spoon from basket to tray,search,,0.9007421362391053,True,80,,search_boards
put big spoon from basket to tray,put the big spoon from basket to tray,search,,0.9008331799981375,True,80,,search_boards
put big spoon from basket to tray,put big spoon from basket to tray,original,,0.9849577295483328,True,80,,search_boards
put big spoon from basket to tray,place the big spoon from basket to tray,search,,0.9853778184562724,True,80,,search_boards
put big spoon from basket to tray,transfer the big spoon from basket to tray,search,,0.9854315415814285,True,80,,search_boards
put big spoon from basket to tray,transfer big spoon from basket to tray,search,,0.9855529174130219,True,80,,search_boards
put big spoon from basket to tray,place big spoon from basket to tray,search,,0.9856876756412332,True,80,,search_boards
put blueberries on plate sink,[dry-run:gemini] 1d826ba9ac9b,rephrased,search,0.909741846549812,False,80,,loop_gemini
put blueberries on plate sink,put blue grapes on the yellow plate in the sink,search,,0.9871295217693422,True,80,,search_boards
put blueberries on plate sink,place blue grapes on the plate in the sink,search,,0.9871482036447613,True,80,,search_boards
put blueberries on plate sink,place blue grapes on the yellow plate in the sink,search,,0.987246914154899,True,80,,search_boards
put blueberries on plate sink,place blue grapes on yellow plate sink,search,,0.9888909840100574,True,80,,search_boards
put blueberries on plate sink,put blueberries on plate sink,original,,0.9910656223655838,True,80,,search_boards
put blueberries on plate sink,place blueberries on the plate in the sink,search,,0.994666060267628,True,80,,search_boards
put blueberries on plate sink,put blue grapes on plate sink,search,,0.9946708624697597,True,80,,search_boards
put blueberries on plate sink,put the blueberries on the plate in the sink,search,,0.9946726621866756,True,80,,search_boards
put bowl on plate,[dry-run:gemini] 239f1c37e48c,rephrased,search,0.29200196201245165,False,80,,loop_gemini
put bowl on plate,place bowl onto blue plate,search,,0.9920320733102892,True,80,,search_boards
put bowl on plate,place the bowl on the blue plate,search,,0.9920553025619585,True,80,,search_boards
put bowl on plate,place bowl on blue plate,search,,0.9922821979917928,True,80,,search_boards
put bowl on plate,put the bowl on the plate,search,,0.992316795173754,True,80,,search_boards
put bowl on plate,place the bowl onto the plate,search,,0.9923409215928848,True,80,,search_boards
put bowl on plate,place bowl on plate,search,,0.9924154071672058,True,80,,search_boards
put bowl on plate,place bowl onto the plate,search,,0.9925278886991858,True,80,,search_boards
put bowl on plate,place bowl on the plate,search,,0.9929709825236552,True,80,,search_boards
put bowl on plate,put bowl on plate,original,,0.9933559292654239,True,80,,search_boards
put bowl on plate cardboard fence,move blue bowl to green plate,search,,0.986971823316579,True,80,,search_boards
put bowl on plate cardboard fence,put blue bowl onto green plate,search,,0.9869747339672298,True,80,,search_boards
put bowl on plate cardboard fence,put blue bowl in green plate,search,,0.9870891928028785,True,80,,search_boards
put bowl on plate cardboard fence,put the bowl on plate cardboard fence,search,,0.9924629711762806,True,80,,search_boards
put bowl on plate cardboard fence,put bowl onto green plate cardboard fence,search,,0.9926684308178334,True,80,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard,search,,0.9927527964601748,True,80,,search_boards
put bowl on plate cardboard fence,put bowl on green plate cardboard fence,search,,0.9929361351433662,True,80,,search_boards
put bowl on plate cardboard fence,put bowl on the green plate cardboard fence,search,,0.9929765106653123,True,80,,search_boards
put bowl on plate cardboard fence,put bowl on plate cardboard fence,original,,0.9932981571630033,True,80,,search_boards
put broccoli in bowl,place the green broccoli into the blue bowl,search,,0.9735617145970341,True,80,,search_boards
put broccoli in bowl,place the green broccoli in the blue bowl,search,,0.9737098980340853,True,80,,search_boards
put broccoli in bowl,drop the green broccoli in the blue bowl,search,,0.976610307748893,True,80,,search_boards
put broccoli in bowl,put the green broccoli inside the blue bowl,search,,0.9772983505131424,True,80,,search_boards
put broccoli in bowl,put broccoli in bowl,original,,0.9821661536483959,True,80,,search_boards
put broccoli in bowl,pick up broccoli and put it in bowl,search,,0.9946431909638773,True,80,,search_boards
put broccoli in bowl,place the broccoli in the bowl,search,,0.9946648590447218,True,80,,search_boards
put broccoli in bowl,put green broccoli in blue bowl,search,,0.9946834478000072,True,80,,search_boards
put broccoli in pot,put the green broccoli piece inside the silver pot,search,,0.9816901330580688,True,80,,search_boards
put broccoli in pot,put the green broccoli piece inside the metal pot,search,,0.9841452968740187,True,80,,search_boards
put broccoli in pot,drop the green broccoli piece into the metal pot,search,,0.9852154753658328,True,80,,search_boards
put broccoli in pot,drop the green broccoli into the metal pot,search,,0.9858370081229636,True,80,,search_boards
put broccoli in pot,put broccoli in pot,original,,0.9870834213502286,True,80,,search_boards
put broccoli in pot,put the green broccoli in the pot,search,,0.9946774584768358,True,80,,search_boards
put broccoli in pot,put the broccoli piece into the metal pot,search,,0.9946792559781127,True,80,,search_boards
put broccoli in pot,put the green broccoli inside the silver pot,search,,0.9946864399472588,True,80,,search_boards
put broccoli in pot or pan,drop broccoli in pot,search,,0.9895052414063167,True,80,,search_boards
put broccoli in pot or pan,put broccoli in the pot,search,,0.9902227057321703,True,80,,search_boards
put broccoli in pot or pan,put the broccoli in the pot,search,,0.9903684697612449,True,80,,search_boards
put broccoli in pot or pan,put broccoli in pot or pan,original,,0.9905587734912122,True,80,,search_boards
put broccoli in pot or pan,put the broccoli into the pot,search,,0.9909007627552829,True,80,,search_boards
put broccoli in pot or pan,drop the broccoli inside the pot,search,,0.9946726621866756,True,80,,search_boards
put broccoli in pot or pan,place broccoli in pot,search,,0.9946792559781127,True,80,,search_boards
put broccoli in pot or pan,drop broccoli in the pot,search,,0.9946942116934976,True,80,,search_boards
put broccoli in pot or pan,put the broccoli inside the pot,search,,0.9946971978151424,True,80,,search_boards
put brush into pot or pan,[dry-run:gemini] d383a23d8750,rephrased,search,0.5963690240618753,False,80,,loop_gemini
put brush into pot or pan,put brush into pot or pan,original,,0.9811849397110534,True,80,,search_boards
put brush into pot or pan,drop the brush into the silver pot,search,,0.984828048026914,True,80,,search_boards
put brush into pot or pan,put the brush in the silver pot,search,,0.984828048026914,True,80,,search_boards
put brush into pot or pan,drop the brush in the pot,search,,0.9849694645113332,True,80,,search_boards
put brush into pot or pan,drop the brush inside the silver pot,search,,0.9852187725290894,True,80,,search_boards
put brush into pot or pan,place the brush inside the pot,search,,0.9891247805617431,True,80,,search_boards
put brush into pot or pan,put the scrub brush in the pot,search,,0.9891405981215019,True,80,,search_boards
put cap on container,put red cap on the container in the sink,search,,0.9876591853043476,True,80,,search_boards
put cap on container,put the red lid on the glass container,search,,0.9883589971267399,True,80,,search_boards
put cap on container,put the red lid on the glass jar,search,,0.9885412031579307,True,80,,search_boards
put cap on container,place the red lid on the glass container,search,,0.9891162539783102,True,80,,search_boards
put cap on container,put the red lid on the jar,search,,0.9895731998005036,True,80,,search_boards
put cap on container,put cap on container,original,,0.989579037856032,True,80,,search_boards
put carrot in bowl,put the orange carrot in the light blue bowl,search,,0.9834544549465722,True,80,,search_boards
put carrot in bowl,move carrot into the blue bowl,search,,0.9886877214978465,True,80,,search_boards
put carrot in bowl,put orange carrot in blue bowl,search,,0.9890232530146605,True,80,,search_boards
put carrot in bowl,move the orange carrot into the blue bowl,search,,0.9890686275560957,True,80,,search_boards
put carrot in bowl,move carrot into blue bowl,search,,0.9904886498132919,True,80,,search_boards
put carrot in bowl,move carrot to blue bowl,search,,0.9907204102252656,True,80,,search_boards
put carrot in bowl,put carrot in bowl,original,,0.9911016321071294,True,80,,search_boards
